CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
17026586,DOMESTIC VIOLENCE,05/11/2017 12:00:00 AM,10:39,FAMILY OFFENSE,4,08/29/2017 08:28:00 AM,"1700 OREGON ST
Berkeley, CA
(37.856595, -122.275064)",1700 OREGON ST,Berkeley,CA
17041294,ASSAULT/BATTERY MISD.,07/16/2017 12:00:00 AM,08:10,ASSAULT,0,08/29/2017 08:28:04 AM,"1500 UNIVERSITY AVE
Berkeley, CA
(37.870396, -122.281585)",1500 UNIVERSITY AVE,Berkeley,CA
17046889,BURGLARY AUTO,08/10/2017 12:00:00 AM,11:00,BURGLARY - VEHICLE,4,08/29/2017 08:28:05 AM,"900 HEINZ AVE
Berkeley, CA
(37.853552, -122.291561)",900 HEINZ AVE,Berkeley,CA
17023796,ALCOHOL OFFENSE,04/29/2017 12:00:00 AM,03:19,LIQUOR LAW VIOLATION,6,08/29/2017 08:28:00 AM,"UNIVERSITY AVENUE &amp; EIGHTH ST
Berkeley, CA
(37.868366, -122.295508)",UNIVERSITY AVENUE & EIGHTH ST,Berkeley,CA
17019078,THEFT MISD. (UNDER $950),04/06/2017 12:00:00 AM,10:45,LARCENY,4,08/29/2017 08:27:59 AM,"2000 MILVIA ST
Berkeley, CA
(37.871461, -122.270706)",2000 MILVIA ST,Berkeley,CA
17034679,THEFT MISD. (UNDER $950),06/15/2017 12:00:00 AM,21:00,LARCENY,4,08/29/2017 08:28:02 AM,"2300 SHATTUCK AVE
Berkeley, CA
(37.867176, -122.267802)",2300 SHATTUCK AVE,Berkeley,CA
17041132,BURGLARY AUTO,07/15/2017 12:00:00 AM,14:15,BURGLARY - VEHICLE,6,08/29/2017 08:28:04 AM,"NINTH STREET &amp; DWIGHT WAY
Berkeley, CA
(37.860641, -122.291827)",NINTH STREET & DWIGHT WAY,Berkeley,CA
17041641,THEFT MISD. (UNDER $950),07/17/2017 12:00:00 AM,21:00,LARCENY,1,08/29/2017 08:28:05 AM,"600 SHATTUCK SQ
Berkeley, CA
",600 SHATTUCK SQ,Berkeley,CA
17023767,2ND RESPONSE,04/29/2017 12:00:00 AM,01:24,NOISE VIOLATION,6,08/29/2017 08:28:00 AM,"2100 HASTE ST
Berkeley, CA
(37.864908, -122.267289)",2100 HASTE ST,Berkeley,CA
17091174,IDENTITY THEFT,04/25/2017 12:00:00 AM,03:03,FRAUD,2,08/29/2017 08:28:02 AM,"1100 HIGH CT
Berkeley, CA
(37.888702, -122.26371)",1100 HIGH CT,Berkeley,CA
17033659,ALCOHOL OFFENSE,06/12/2017 12:00:00 AM,03:05,LIQUOR LAW VIOLATION,1,08/29/2017 08:28:01 AM,"SACRAMENTO STREET &amp; DERBY ST
Berkeley, CA
(37.858732, -122.280084)",SACRAMENTO STREET & DERBY ST,Berkeley,CA
17019047,DOMESTIC VIOLENCE,04/06/2017 12:00:00 AM,03:00,FAMILY OFFENSE,4,08/29/2017 08:27:59 AM,"2000 FOURTH ST
Berkeley, CA
(37.867026, -122.299737)",2000 FOURTH ST,Berkeley,CA
17041043,MISSING ADULT,07/15/2017 12:00:00 AM,01:30,MISSING PERSON,6,08/29/2017 08:28:04 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AVE,Berkeley,CA
17022909,BURGLARY AUTO,04/24/2017 12:00:00 AM,20:30,BURGLARY - VEHICLE,1,08/29/2017 08:28:00 AM,"1300 SIXTH ST
Berkeley, CA
(37.879335, -122.301332)",1300 SIXTH ST,Berkeley,CA
17090717,THEFT MISD. (UNDER $950),04/07/2017 12:00:00 AM,21:30,LARCENY,5,08/29/2017 08:28:00 AM,"100 HILL RD
Berkeley, CA
(37.888241, -122.250875)",100 HILL RD,Berkeley,CA
17014726,NARCOTICS,03/16/2017 12:00:00 AM,18:26,DRUG VIOLATION,4,08/29/2017 08:27:58 AM,"STANFORD AVENUE &amp;KING ST
Berkeley, CA
",STANFORD AVENUE &KING ST,Berkeley,CA
17013260,THEFT MISD. (UNDER $950),03/09/2017 12:00:00 AM,15:55,LARCENY,4,08/29/2017 08:27:58 AM,"1900 CURTIS ST
Berkeley, CA
(37.87084, -122.289678)",1900 CURTIS ST,Berkeley,CA
17045204,VANDALISM,08/02/2017 12:00:00 AM,21:00,VANDALISM,3,08/29/2017 08:28:05 AM,"2300 HASTE ST
Berkeley, CA
(37.865443, -122.263189)",2300 HASTE ST,Berkeley,CA
17037417,BURGLARY AUTO,06/28/2017 12:00:00 AM,18:45,BURGLARY - VEHICLE,3,08/29/2017 08:28:03 AM,"ELLSWORTH STREET &amp; DURANT AVE
Berkeley, CA
(37.867221, -122.263531)",ELLSWORTH STREET & DURANT AVE,Berkeley,CA
17030532,NARCOTICS,05/29/2017 12:00:00 AM,00:15,DRUG VIOLATION,1,08/29/2017 08:28:00 AM,"SECOND STREET &amp; CEDAR ST
Berkeley, CA
(37.873194, -122.30407)",SECOND STREET & CEDAR ST,Berkeley,CA
17046808,VEHICLE STOLEN,08/08/2017 12:00:00 AM,14:00,MOTOR VEHICLE THEFT,2,08/29/2017 08:28:05 AM,"800 BANCROFT WAY
Berkeley, CA
(37.863373, -122.296893)",800 BANCROFT WAY,Berkeley,CA
17090670,BURGLARY AUTO,04/02/2017 12:00:00 AM,23:15,BURGLARY - VEHICLE,0,08/29/2017 08:27:59 AM,"1600 ASHBY AVE
Berkeley, CA
(37.853554, -122.276925)",1600 ASHBY AVE,Berkeley,CA
17037638,NARCOTICS,06/29/2017 12:00:00 AM,23:42,DRUG VIOLATION,4,08/29/2017 08:28:03 AM,"SHATTUCK AVENUE &amp; ADDISON ST
Berkeley, CA
(37.871167, -122.268285)",SHATTUCK AVENUE & ADDISON ST,Berkeley,CA
17046417,ASSAULT/BATTERY MISD.,08/06/2017 12:00:00 AM,00:01,ASSAULT,0,08/29/2017 08:28:05 AM,"2900 BUENA VISTA WAY
Berkeley, CA
(37.883224, -122.256464)",2900 BUENA VISTA WAY,Berkeley,CA
17024712,VEHICLE STOLEN,05/02/2017 12:00:00 AM,08:00,MOTOR VEHICLE THEFT,2,08/29/2017 08:28:00 AM,"1400 VIRGINIA ST
Berkeley, CA
(37.874575, -122.284796)",1400 VIRGINIA ST,Berkeley,CA
17031856,DISTURBANCE,06/04/2017 12:00:00 AM,02:03,DISORDERLY CONDUCT,0,08/29/2017 08:28:01 AM,"2700 CHANNING WAY
Berkeley, CA
(37.867491, -122.254054)",2700 CHANNING WAY,Berkeley,CA
17027249,DISTURBANCE,05/14/2017 12:00:00 AM,02:27,DISORDERLY CONDUCT,0,08/29/2017 08:28:00 AM,"1600 WOOLSEY ST
Berkeley, CA
(37.850899, -122.276174)",1600 WOOLSEY ST,Berkeley,CA
17012850,DISTURBANCE,03/07/2017 12:00:00 AM,17:15,DISORDERLY CONDUCT,2,08/29/2017 08:27:58 AM,"500 ARLINGTON AVE
Berkeley, CA
(37.901384, -122.276783)",500 ARLINGTON AVE,Berkeley,CA
17036939,DISTURBANCE,06/26/2017 12:00:00 AM,18:34,DISORDERLY CONDUCT,1,08/29/2017 08:28:03 AM,"1400 BERKELEY WAY
Berkeley, CA
(37.870881, -122.284399)",1400 BERKELEY WAY,Berkeley,CA
17044156,BURGLARY RESIDENTIAL,07/29/2017 12:00:00 AM,01:00,BURGLARY - RESIDENTIAL,6,08/29/2017 08:28:05 AM,"2500 ELLSWORTH ST
Berkeley, CA
(37.864535, -122.262993)",2500 ELLSWORTH ST,Berkeley,CA
17038900,DISTURBANCE,07/05/2017 12:00:00 AM,21:08,DISORDERLY CONDUCT,3,08/29/2017 08:28:03 AM,"1300 SCENIC AVE
Berkeley, CA
(37.883404, -122.263439)",1300 SCENIC AVE,Berkeley,CA
17091649,THEFT FELONY (OVER $950),08/18/2017 12:00:00 AM,22:15,LARCENY,5,08/29/2017 08:28:06 AM,"2100 CENTER ST
Berkeley, CA
(37.870308, -122.26805)",2100 CENTER ST,Berkeley,CA
17091178,BURGLARY AUTO,06/20/2017 12:00:00 AM,16:00,BURGLARY - VEHICLE,2,08/29/2017 08:28:02 AM,"2300 FOURTH ST
Berkeley, CA
(37.862844, -122.298368)",2300 FOURTH ST,Berkeley,CA
17037662,ALCOHOL OFFENSE,06/30/2017 12:00:00 AM,02:52,LIQUOR LAW VIOLATION,5,08/29/2017 08:28:03 AM,"REGENT STREET &amp; DWIGHT WAY
Berkeley, CA
(37.865202, -122.257795)",REGENT STREET & DWIGHT WAY,Berkeley,CA
17048643,ALCOHOL OFFENSE,08/18/2017 12:00:00 AM,18:27,LIQUOR LAW VIOLATION,5,08/29/2017 08:28:05 AM,"2400 WARRING ST
Berkeley, CA
(37.867708, -122.250801)",2400 WARRING ST,Berkeley,CA
17026649,FRAUD/FORGERY,05/11/2017 12:00:00 AM,16:00,FRAUD,4,08/29/2017 08:28:00 AM,"600 HEARST AVE
Berkeley, CA
(37.868334, -122.303753)",600 HEARST AVE,Berkeley,CA
17049627,THEFT FELONY (OVER $950),08/22/2017 12:00:00 AM,04:00,LARCENY,2,08/29/2017 08:28:05 AM,"2200 BLAKE ST
Berkeley, CA
(37.863353, -122.265053)",2200 BLAKE ST,Berkeley,CA
17091534,THEFT FELONY (OVER $950),08/05/2017 12:00:00 AM,22:05,LARCENY,6,08/29/2017 08:28:05 AM,"2300 STUART ST
Berkeley, CA
(37.859195, -122.261915)",2300 STUART ST,Berkeley,CA
17044400,VANDALISM,07/30/2017 12:00:00 AM,10:00,VANDALISM,0,08/29/2017 08:28:05 AM,"1900 TENTH ST
Berkeley, CA
(37.870213, -122.293749)",1900 TENTH ST,Berkeley,CA
17027262,SEXUAL ASSAULT FEL.,05/14/2017 12:00:00 AM,03:30,SEX CRIME,0,08/29/2017 08:28:00 AM,"1700 OXFORD ST
Berkeley, CA
(37.876881, -122.266666)",1700 OXFORD ST,Berkeley,CA
17034084,ASSAULT/BATTERY FEL.,06/14/2017 12:00:00 AM,08:11,ASSAULT,3,08/29/2017 08:28:02 AM,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,Berkeley,CA
17048992,MISSING ADULT,08/19/2017 12:00:00 AM,14:00,MISSING PERSON,6,08/29/2017 08:28:05 AM,"1600 ALCATRAZ AVE
Berkeley, CA
(37.848152, -122.275807)",1600 ALCATRAZ AVE,Berkeley,CA
17091661,BURGLARY AUTO,08/21/2017 12:00:00 AM,18:30,BURGLARY - VEHICLE,1,08/29/2017 08:28:06 AM,"1444 SHATTUCK PL
Berkeley, CA
(37.881525, -122.269974)",1444 SHATTUCK PL,Berkeley,CA
17022594,THEFT MISD. (UNDER $950),04/23/2017 12:00:00 AM,12:50,LARCENY,0,08/29/2017 08:28:00 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17044086,ASSAULT/BATTERY FEL.,07/29/2017 12:00:00 AM,10:10,ASSAULT,6,08/29/2017 08:28:05 AM,"2200 NINTH ST
Berkeley, CA
(37.865875, -122.293523)",2200 NINTH ST,Berkeley,CA
17034157,THEFT MISD. (UNDER $950),06/14/2017 12:00:00 AM,14:41,LARCENY,3,08/29/2017 08:28:02 AM,"2500 TELEGRAPH AVE
Berkeley, CA
(37.865009, -122.258767)",2500 TELEGRAPH AVE,Berkeley,CA
17022254,BURGLARY AUTO,04/14/2017 12:00:00 AM,06:00,BURGLARY - VEHICLE,5,08/29/2017 08:28:00 AM,"2700 RIDGE RD
Berkeley, CA
(37.87644, -122.257023)",2700 RIDGE RD,Berkeley,CA
17091073,THEFT MISD. (UNDER $950),06/04/2017 12:00:00 AM,22:40,LARCENY,0,08/29/2017 08:28:01 AM,"2200 ROSE ST
Berkeley, CA
(37.882353, -122.267136)",2200 ROSE ST,Berkeley,CA
17043338,BURGLARY AUTO,07/25/2017 12:00:00 AM,18:30,BURGLARY - VEHICLE,2,08/29/2017 08:28:05 AM,"2400 DWIGHT WAY
Berkeley, CA
(37.864826, -122.260719)",2400 DWIGHT WAY,Berkeley,CA
17091155,VANDALISM,06/09/2017 12:00:00 AM,15:33,VANDALISM,5,08/29/2017 08:28:02 AM,"1600 BUENA AVE
Berkeley, CA
(37.878489, -122.280523)",1600 BUENA AVE,Berkeley,CA
17091648,THEFT MISD. (UNDER $950),08/20/2017 12:00:00 AM,00:00,LARCENY,0,08/29/2017 08:28:06 AM,"2300 PIEDMONT AVE
Berkeley, CA
(37.869839, -122.252365)",2300 PIEDMONT AVE,Berkeley,CA
17020184,NARCOTICS,04/11/2017 12:00:00 AM,18:15,DRUG VIOLATION,2,08/29/2017 08:27:59 AM,"SECOND STREET &amp; UNIVERSITY AVE
Berkeley, CA
(37.866981, -122.302083)",SECOND STREET & UNIVERSITY AVE,Berkeley,CA
17026465,ASSAULT/BATTERY MISD.,05/10/2017 12:00:00 AM,17:30,ASSAULT,3,08/29/2017 08:28:00 AM,"700 HARRISON ST
Berkeley, CA
(37.880564, -122.304896)",700 HARRISON ST,Berkeley,CA
17013519,NARCOTICS,03/10/2017 12:00:00 AM,21:12,DRUG VIOLATION,5,08/29/2017 08:27:58 AM,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AVE,Berkeley,CA
17013525,VANDALISM,03/10/2017 12:00:00 AM,21:05,VANDALISM,5,08/29/2017 08:27:59 AM,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA
17042091,NARCOTICS,07/20/2017 12:00:00 AM,02:34,DRUG VIOLATION,4,08/29/2017 08:28:05 AM,"2100 CENTER ST
Berkeley, CA
(37.870308, -122.26805)",2100 CENTER ST,Berkeley,CA
17039854,GUN/WEAPON,07/09/2017 12:00:00 AM,22:25,WEAPONS OFFENSE,0,08/29/2017 08:28:04 AM,"1400 SIXTY-SIXTH ST
Berkeley, CA
",1400 SIXTY-SIXTH ST,Berkeley,CA
17091670,BURGLARY AUTO,08/22/2017 12:00:00 AM,19:30,BURGLARY - VEHICLE,2,08/29/2017 08:28:06 AM,"2000 BERKELEY WAY
Berkeley, CA
(37.872691, -122.270741)",2000 BERKELEY WAY,Berkeley,CA
17018989,BURGLARY AUTO,04/05/2017 12:00:00 AM,16:30,BURGLARY - VEHICLE,3,08/29/2017 08:27:59 AM,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,Berkeley,CA
17021758,VEHICLE STOLEN,04/19/2017 12:00:00 AM,15:25,MOTOR VEHICLE THEFT,3,08/29/2017 08:28:00 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17021559,THEFT MISD. (UNDER $950),04/18/2017 12:00:00 AM,16:18,LARCENY,2,08/29/2017 08:28:00 AM,"2000 OREGON ST
Berkeley, CA
(37.857409, -122.268473)",2000 OREGON ST,Berkeley,CA
17090699,IDENTITY THEFT,04/05/2017 12:00:00 AM,18:15,FRAUD,3,08/29/2017 08:27:59 AM,"1400 EIGHTH ST
Berkeley, CA
(37.87786, -122.298565)",1400 EIGHTH ST,Berkeley,CA
17090669,DISTURBANCE,04/03/2017 12:00:00 AM,07:25,DISORDERLY CONDUCT,1,08/29/2017 08:27:59 AM,"3200 ELLIS ST
Berkeley, CA
(37.850367, -122.272807)",3200 ELLIS ST,Berkeley,CA
17021671,THEFT MISD. (UNDER $950),04/19/2017 12:00:00 AM,07:38,LARCENY,3,08/29/2017 08:28:00 AM,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA
17090890,IDENTITY THEFT,04/24/2017 12:00:00 AM,09:15,FRAUD,1,08/29/2017 08:28:00 AM,"3100 CLAREMONT AVE
Berkeley, CA
(37.854002, -122.248587)",3100 CLAREMONT AVE,Berkeley,CA
17034213,ALCOHOL OFFENSE,06/14/2017 12:00:00 AM,18:45,LIQUOR LAW VIOLATION,3,08/29/2017 08:28:02 AM,"3000 SAN PABLO AVE
Berkeley, CA
(37.851951, -122.286677)",3000 SAN PABLO AVE,Berkeley,CA
17036725,THEFT FELONY (OVER $950),06/25/2017 12:00:00 AM,13:00,LARCENY,0,08/29/2017 08:28:03 AM,"1600 JULIA ST
Berkeley, CA
(37.854442, -122.277107)",1600 JULIA ST,Berkeley,CA
17091034,THEFT MISD. (UNDER $950),05/31/2017 12:00:00 AM,13:00,LARCENY,3,08/29/2017 08:28:00 AM,"700 HEINZ AVE
Berkeley, CA
(37.852946, -122.294515)",700 HEINZ AVE,Berkeley,CA
17045509,THEFT MISD. (UNDER $950),08/04/2017 12:00:00 AM,18:10,LARCENY,5,08/29/2017 08:28:05 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17091576,IDENTITY THEFT,08/09/2017 12:00:00 AM,12:20,FRAUD,3,08/29/2017 08:28:05 AM,"2400 EDWARDS ST
Berkeley, CA
(37.863824, -122.282282)",2400 EDWARDS ST,Berkeley,CA
17091205,THEFT FELONY (OVER $950),06/21/2017 12:00:00 AM,19:30,LARCENY,3,08/29/2017 08:28:02 AM,"2900 OTIS ST
Berkeley, CA
(37.856134, -122.270198)",2900 OTIS ST,Berkeley,CA
17091525,DISTURBANCE,08/04/2017 12:00:00 AM,13:20,DISORDERLY CONDUCT,5,08/29/2017 08:28:05 AM,"1019 EUCLID AVE
Berkeley, CA
(37.890974, -122.264443)",1019 EUCLID AVE,Berkeley,CA
17037066,THEFT MISD. (UNDER $950),06/27/2017 12:00:00 AM,08:00,LARCENY,2,08/29/2017 08:28:04 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17045035,ASSAULT/BATTERY MISD.,08/02/2017 12:00:00 AM,21:47,ASSAULT,3,08/29/2017 08:28:05 AM,"2000 SHATTUCK AVE
Berkeley, CA
(37.8719, -122.268389)",2000 SHATTUCK AVE,Berkeley,CA
17018716,FRAUD/FORGERY,04/04/2017 12:00:00 AM,12:36,FRAUD,2,08/29/2017 08:27:59 AM,"8480 EDES AVE
Berkeley, CA
",8480 EDES AVE,Berkeley,CA
17016627,THEFT MISD. (UNDER $950),03/25/2017 12:00:00 AM,09:45,LARCENY,6,08/29/2017 08:27:59 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17024874,THEFT FELONY (OVER $950),04/22/2017 12:00:00 AM,14:17,LARCENY,6,08/29/2017 08:28:00 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA
17043658,MISSING ADULT,07/27/2017 12:00:00 AM,00:01,MISSING PERSON,4,08/29/2017 08:28:05 AM,"2400 FULTON ST
Berkeley, CA
(37.866037, -122.265618)",2400 FULTON ST,Berkeley,CA
17029243,BURGLARY AUTO,05/23/2017 12:00:00 AM,15:20,BURGLARY - VEHICLE,2,08/29/2017 08:28:00 AM,"2300 FOURTH ST
Berkeley, CA
(37.862844, -122.298368)",2300 FOURTH ST,Berkeley,CA
17043263,ASSAULT/BATTERY MISD.,07/25/2017 12:00:00 AM,12:37,ASSAULT,2,08/29/2017 08:28:05 AM,"2200 BROWNING ST
Berkeley, CA
(37.866594, -122.287944)",2200 BROWNING ST,Berkeley,CA
17020974,DISTURBANCE,04/15/2017 12:00:00 AM,16:00,DISORDERLY CONDUCT,6,08/29/2017 08:27:59 AM,"1000 ADDISON ST
Berkeley, CA
(37.867383, -122.293938)",1000 ADDISON ST,Berkeley,CA
17015138,NARCOTICS,03/18/2017 12:00:00 AM,13:23,DRUG VIOLATION,6,08/29/2017 08:27:59 AM,"HAROLD WAY &amp; ALLSTON WAY
Berkeley, CA
(37.8692, -122.269308)",HAROLD WAY & ALLSTON WAY,Berkeley,CA
17090499,VANDALISM,03/07/2017 12:00:00 AM,02:00,VANDALISM,2,08/29/2017 08:27:58 AM,"2300 CHANNING WAY
Berkeley, CA
(37.866327, -122.263359)",2300 CHANNING WAY,Berkeley,CA
17020257,ASSAULT/BATTERY FEL.,04/12/2017 12:00:00 AM,06:30,ASSAULT,3,08/29/2017 08:27:59 AM,"1600 MILVIA ST
Berkeley, CA
(37.877951, -122.271395)",1600 MILVIA ST,Berkeley,CA
17025877,ROBBERY,05/07/2017 12:00:00 AM,22:47,ROBBERY,0,08/29/2017 08:28:00 AM,"TENTH STREET &amp; PARKER ST
Berkeley, CA
(37.859102, -122.290163)",TENTH STREET & PARKER ST,Berkeley,CA
17050368,DISTURBANCE,08/25/2017 12:00:00 AM,00:00,DISORDERLY CONDUCT,5,08/29/2017 08:28:06 AM,"1600 RUSSELL ST
Berkeley, CA
(37.85525, -122.277126)",1600 RUSSELL ST,Berkeley,CA
17037041,THEFT MISD. (UNDER $950),06/26/2017 12:00:00 AM,17:00,LARCENY,1,08/29/2017 08:28:03 AM,"400 ROANOKE RD
Berkeley, CA
",400 ROANOKE RD,Berkeley,CA
17025380,BURGLARY AUTO,05/05/2017 12:00:00 AM,18:10,BURGLARY - VEHICLE,5,08/29/2017 08:28:01 AM,"2200 BANCROFT WAY
Berkeley, CA
(37.867871, -122.26565)",2200 BANCROFT WAY,Berkeley,CA
17090643,IDENTITY THEFT,03/26/2017 12:00:00 AM,12:30,FRAUD,0,08/29/2017 08:27:59 AM,"900 SHATTUCK AVE
Berkeley, CA
(37.890945, -122.271126)",900 SHATTUCK AVE,Berkeley,CA
17040802,GUN/WEAPON,07/14/2017 12:00:00 AM,06:00,WEAPONS OFFENSE,5,08/29/2017 08:28:04 AM,"700 GRAYSON ST
Berkeley, CA
(37.85444, -122.296619)",700 GRAYSON ST,Berkeley,CA
17017257,BURGLARY AUTO,03/28/2017 12:00:00 AM,06:20,BURGLARY - VEHICLE,2,08/29/2017 08:27:59 AM,"1800 SOLANO AVE
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AVE,Berkeley,CA
17090998,THEFT MISD. (UNDER $950),05/22/2017 12:00:00 AM,08:00,LARCENY,1,08/29/2017 08:28:00 AM,"2100 HASTE ST
Berkeley, CA
(37.864908, -122.267289)",2100 HASTE ST,Berkeley,CA
17032773,ROBBERY,06/08/2017 12:00:00 AM,00:16,ROBBERY,4,08/29/2017 08:28:01 AM,"2400 SHATTUCK AVE
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AVE,Berkeley,CA
17020929,DISTURBANCE,04/15/2017 12:00:00 AM,11:50,DISORDERLY CONDUCT,6,08/29/2017 08:27:59 AM,"2100 M L KING JR WAY
Berkeley, CA
",2100 M L KING JR WAY,Berkeley,CA
17091526,VANDALISM,07/12/2017 12:00:00 AM,21:10,VANDALISM,3,08/29/2017 08:28:05 AM,"2200 MILVIA ST
Berkeley, CA
(37.868574, -122.270415)",2200 MILVIA ST,Berkeley,CA
17091041,THEFT MISD. (UNDER $950),06/01/2017 12:00:00 AM,13:00,LARCENY,4,08/29/2017 08:28:01 AM,"1200 UNIVERSITY AVE
Berkeley, CA
(37.869385, -122.28953)",1200 UNIVERSITY AVE,Berkeley,CA
17038754,VANDALISM,06/30/2017 12:00:00 AM,19:00,VANDALISM,5,08/29/2017 08:28:04 AM,"THOUSAND OAKS BOULEVARD &amp; VINCENTE AVE
Berkeley, CA
(37.897023, -122.284241)",THOUSAND OAKS BOULEVARD & VINCENTE AVE,Berkeley,CA
17090934,VANDALISM,05/11/2017 12:00:00 AM,08:30,VANDALISM,4,08/29/2017 08:28:00 AM,"2000 ALLSTON WAY
Berkeley, CA
(37.869096, -122.270137)",2000 ALLSTON WAY,Berkeley,CA
17091086,BURGLARY AUTO,06/07/2017 12:00:00 AM,20:55,BURGLARY - VEHICLE,3,08/29/2017 08:28:01 AM,"2900 COLLEGE AVE
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AVE,Berkeley,CA
17014685,DISTURBANCE,03/16/2017 12:00:00 AM,12:46,DISORDERLY CONDUCT,4,08/29/2017 08:27:58 AM,"1600 MILVIA ST
Berkeley, CA
(37.877951, -122.271395)",1600 MILVIA ST,Berkeley,CA
17091269,THEFT MISD. (UNDER $950),07/02/2017 12:00:00 AM,02:05,LARCENY,0,08/29/2017 08:28:03 AM,"2200 DURANT AVE
Berkeley, CA
(37.866969, -122.26553)",2200 DURANT AVE,Berkeley,CA
17012505,IDENTITY THEFT,03/05/2017 12:00:00 AM,18:40,FRAUD,0,08/29/2017 08:27:58 AM,"1800 UNIVERSITY AVE
Berkeley, CA
(37.871246, -122.274991)",1800 UNIVERSITY AVE,Berkeley,CA
17090540,THEFT FELONY (OVER $950),03/05/2017 12:00:00 AM,18:20,LARCENY,0,08/29/2017 08:27:59 AM,"2500 HILGARD AVE
Berkeley, CA
(37.878629, -122.260883)",2500 HILGARD AVE,Berkeley,CA
17028725,NARCOTICS,05/20/2017 12:00:00 AM,23:31,DRUG VIOLATION,6,08/29/2017 08:28:00 AM,"SHATTUCK AVENUE &amp; DELAWARE ST
Berkeley, CA
(37.874793, -122.268639)",SHATTUCK AVENUE & DELAWARE ST,Berkeley,CA
17027347,VEHICLE STOLEN,05/12/2017 12:00:00 AM,23:00,MOTOR VEHICLE THEFT,5,08/29/2017 08:28:00 AM,"2600 HILLEGASS AVE
Berkeley, CA
(37.863292, -122.256293)",2600 HILLEGASS AVE,Berkeley,CA
17013821,DOMESTIC VIOLENCE,03/12/2017 12:00:00 AM,09:33,FAMILY OFFENSE,0,08/29/2017 08:27:58 AM,"1200 ASHBY AVE
Berkeley, CA
(37.852211, -122.286336)",1200 ASHBY AVE,Berkeley,CA
17091285,BURGLARY AUTO,07/04/2017 12:00:00 AM,14:00,BURGLARY - VEHICLE,2,08/29/2017 08:28:03 AM,"2300 MILVIA ST
Berkeley, CA
(37.866581, -122.270179)",2300 MILVIA ST,Berkeley,CA
17022767,SEXUAL ASSAULT FEL.,04/20/2017 12:00:00 AM,15:00,SEX CRIME,4,08/29/2017 08:28:00 AM,"900 GILMAN ST
Berkeley, CA
(37.87969, -122.299713)",900 GILMAN ST,Berkeley,CA
17019326,THEFT MISD. (UNDER $950),04/06/2017 12:00:00 AM,19:46,LARCENY,4,08/29/2017 08:27:59 AM,"1300 UNIVERSITY AVE
Berkeley, CA
(37.869764, -122.28655)",1300 UNIVERSITY AVE,Berkeley,CA
17041481,DOMESTIC VIOLENCE,07/17/2017 12:00:00 AM,07:45,FAMILY OFFENSE,1,08/29/2017 08:28:05 AM,"SACRAMENTO STREET &amp; OREGON ST
Berkeley, CA
(37.856023, -122.279683)",SACRAMENTO STREET & OREGON ST,Berkeley,CA
17043837,IDENTITY THEFT,07/26/2017 12:00:00 AM,17:09,FRAUD,3,08/29/2017 08:28:05 AM,"1200 HOPKINS ST
Berkeley, CA
(37.876428, -122.291736)",1200 HOPKINS ST,Berkeley,CA
17012315,THEFT MISD. (UNDER $950),03/04/2017 12:00:00 AM,16:00,LARCENY,6,08/29/2017 08:27:58 AM,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA
17018669,BURGLARY AUTO,04/03/2017 12:00:00 AM,18:00,BURGLARY - VEHICLE,1,08/29/2017 08:27:59 AM,"2400 DURANT AVE
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AVE,Berkeley,CA
17023212,ASSAULT/BATTERY MISD.,04/26/2017 12:00:00 AM,14:15,ASSAULT,3,08/29/2017 08:28:05 AM,"1400 SHATTUCK AVE
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AVE,Berkeley,CA
