"business_id","date","description"
4819,"20170103","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/27/2017 ]"
4824,"20160819","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/19/2016 ]"
4828,"20171212","Moderate risk food holding temperature "
4828,"20160718","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/12/2017 ]"
4837,"20171002","No hot water or running water  [ date violation corrected: 10/2/2017 ]"
4841,"20151030","High risk food holding temperature   [ date violation corrected: 12/5/2017 ]"
4841,"20151030","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/5/2017 ]"
4842,"20170209","Unclean or degraded floors walls or ceilings"
4842,"20170209","Moderate risk food holding temperature "
4842,"20170209","Inadequately cleaned or sanitized food contact surfaces"
4842,"20160621","Moderate risk food holding temperature   [ date violation corrected: 2/9/2017 ]"
4842,"20160621","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/9/2017 ]"
4842,"20160621","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/9/2017 ]"
4842,"20150527","Low risk vermin infestation  [ date violation corrected: 6/21/2016 ]"
4842,"20150527","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/21/2016 ]"
4842,"20150527","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/21/2016 ]"
4842,"20150527","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/27/2015 ]"
4843,"20160804","No hot water or running water  [ date violation corrected: 9/14/2016 ]"
4844,"20170829","Unclean or degraded floors walls or ceilings"
4844,"20170829","Moderate risk food holding temperature "
4844,"20151208","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/29/2017 ]"
4844,"20151208","Improper food storage  [ date violation corrected: 8/29/2017 ]"
4844,"20151208","Improper cooling methods  [ date violation corrected: 8/29/2017 ]"
4844,"20151208","High risk food holding temperature   [ date violation corrected: 8/29/2017 ]"
4846,"20170830","Unauthorized or unsafe use of time as a public health control measure"
4846,"20170830","Unclean or degraded floors walls or ceilings"
4846,"20170830","Foods not protected from contamination"
4846,"20160614","No hot water or running water  [ date violation corrected: 6/14/2016 ]"
4846,"20160614","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/14/2016 ]"
4846,"20160614","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/14/2016 ]"
4846,"20160614","Moderate risk food holding temperature   [ date violation corrected: 6/14/2016 ]"
4849,"20170225","Wiping cloths not clean or properly stored or inadequate sanitizer"
4849,"20170225","Unclean or degraded floors walls or ceilings"
4849,"20170225","Moderate risk food holding temperature "
4849,"20170225","Inadequate and inaccessible handwashing facilities"
4849,"20160331","Food safety certificate or food handler card not available  [ date violation corrected: 2/25/2017 ]"
4849,"20160331","Contaminated or adulterated food  [ date violation corrected: 3/31/2016 ]"
4849,"20160331","Unapproved food source  [ date violation corrected: 3/31/2016 ]"
4849,"20150624","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 6/24/2015 ]"
4850,"20170826","Unapproved or unmaintained equipment or utensils"
4850,"20161217","Moderate risk food holding temperature   [ date violation corrected: 8/26/2017 ]"
4850,"20161217","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/26/2017 ]"
4850,"20161217","Insufficient hot water or running water  [ date violation corrected: 8/26/2017 ]"
4850,"20160419","Employee eating or smoking  [ date violation corrected: 12/17/2016 ]"
4859,"20170308","Low risk vermin infestation"
4859,"20170308","Unclean or degraded floors walls or ceilings"
4859,"20170308","Inadequately cleaned or sanitized food contact surfaces"
4859,"20170308","Improper food storage"
4859,"20160729","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/8/2017 ]"
4859,"20160729","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/8/2017 ]"
4859,"20150723","Insufficient hot water or running water  [ date violation corrected: 10/23/2015 ]"
4860,"20170411","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/11/2017 ]"
4860,"20170411","Other low risk violation"
4860,"20170411","Unapproved or unmaintained equipment or utensils"
4860,"20170411","Moderate risk food holding temperature "
4860,"20160527","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/11/2017 ]"
4860,"20160527","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/11/2017 ]"
4860,"20150129","Improper storage of equipment utensils or linens  [ date violation corrected: 5/27/2016 ]"
4864,"20171024","High risk food holding temperature   [ date violation corrected: 11/2/2017 ]"
4864,"20171024","Unclean hands or improper use of gloves  [ date violation corrected: 11/2/2017 ]"
4864,"20171024","Unclean nonfood contact surfaces  [ date violation corrected: 11/2/2017 ]"
4864,"20171024","Low risk vermin infestation  [ date violation corrected: 11/2/2017 ]"
4864,"20171024","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/2/2017 ]"
4864,"20171024","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/2/2017 ]"
4864,"20161206","Foods not protected from contamination  [ date violation corrected: 10/24/2017 ]"
4864,"20161206","Low risk vermin infestation  [ date violation corrected: 10/24/2017 ]"
4864,"20161206","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/24/2017 ]"
4864,"20161206","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/24/2017 ]"
4864,"20161206","Food safety certificate or food handler card not available  [ date violation corrected: 10/24/2017 ]"
4864,"20160602","Moderate risk food holding temperature   [ date violation corrected: 12/6/2016 ]"
4864,"20160602","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/6/2016 ]"
4864,"20160602","Permit license or inspection report not posted  [ date violation corrected: 12/6/2016 ]"
4864,"20160602","Foods not protected from contamination  [ date violation corrected: 12/6/2016 ]"
4864,"20160602","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/6/2016 ]"
4864,"20150520","Unclean hands or improper use of gloves  [ date violation corrected: 7/16/2015 ]"
4864,"20150520","High risk vermin infestation  [ date violation corrected: 7/16/2015 ]"
4864,"20150520","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/16/2015 ]"
4868,"20170706","Improper storage of equipment utensils or linens"
4868,"20170706","Unapproved or unmaintained equipment or utensils"
4868,"20170706","Improper food storage"
4868,"20170706","Foods not protected from contamination"
4868,"20160831","Improper food storage  [ date violation corrected: 7/6/2017 ]"
4868,"20160831","Moderate risk vermin infestation  [ date violation corrected: 7/6/2017 ]"
4874,"20170815","Food safety certificate or food handler card not available"
4874,"20170815","Moderate risk food holding temperature   [ date violation corrected: 9/1/2017 ]"
4874,"20170815","Unclean nonfood contact surfaces  [ date violation corrected: 9/1/2017 ]"
4874,"20170815","Moderate risk vermin infestation  [ date violation corrected: 9/1/2017 ]"
4874,"20160502","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/10/2016 ]"
4874,"20160502","Moderate risk food holding temperature   [ date violation corrected: 5/10/2016 ]"
4874,"20160502","Moderate risk vermin infestation  [ date violation corrected: 5/10/2016 ]"
4881,"20161021","Moderate risk food holding temperature "
4881,"20161021","Unapproved or unmaintained equipment or utensils"
4881,"20161021","Food safety certificate or food handler card not available"
4881,"20161021","Improper food labeling or menu misrepresentation"
4884,"20171211","Low risk vermin infestation"
4884,"20160120","Improper food storage  [ date violation corrected: 2/9/2017 ]"
4884,"20160120","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/9/2017 ]"
4884,"20150127","Employee eating or smoking  [ date violation corrected: 1/20/2016 ]"
4884,"20150127","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/20/2016 ]"
4893,"20171211","Unapproved or unmaintained equipment or utensils"
4893,"20171211","Moderate risk vermin infestation"
4893,"20171211","Unclean unmaintained or improperly constructed toilet facilities"
4893,"20160518","Moderate risk food holding temperature   [ date violation corrected: 12/11/2017 ]"
4893,"20160518","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/11/2017 ]"
4893,"20160518","Moderate risk vermin infestation  [ date violation corrected: 12/11/2017 ]"
4894,"20161024","No hot water or running water  [ date violation corrected: 11/28/2016 ]"
4894,"20161024","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 11/28/2016 ]"
4894,"20161024","Moderate risk food holding temperature   [ date violation corrected: 11/14/2016 ]"
4894,"20161024","Low risk vermin infestation  [ date violation corrected: 11/14/2016 ]"
4894,"20150819","Unclean nonfood contact surfaces  [ date violation corrected: 10/24/2016 ]"
4894,"20150819","Moderate risk vermin infestation  [ date violation corrected: 10/24/2016 ]"
4896,"20170615","Foods not protected from contamination"
4896,"20150508","Unclean nonfood contact surfaces  [ date violation corrected: 7/15/2016 ]"
4900,"20171116","Inadequately cleaned or sanitized food contact surfaces"
4900,"20171116","Other low risk violation"
4900,"20150824","Inadequate warewashing facilities or equipment  [ date violation corrected: 9/14/2015 ]"
4900,"20150824","Improper food storage  [ date violation corrected: 9/14/2015 ]"
4900,"20150824","Moderate risk vermin infestation  [ date violation corrected: 9/14/2015 ]"
4905,"20170919","Unclean or degraded floors walls or ceilings"
4905,"20160926","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/18/2017 ]"
4905,"20160926","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 9/18/2017 ]"
4906,"20170905","Moderate risk food holding temperature "
4906,"20170905","Improper food storage"
4906,"20160524","Improper or defective plumbing  [ date violation corrected: 9/5/2017 ]"
4906,"20150324","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/24/2015 ]"
4907,"20171108","Moderate risk vermin infestation  [ date violation corrected: 11/15/2017 ]"
4907,"20171108","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/15/2017 ]"
4907,"20171108","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/15/2017 ]"
4907,"20171108","High risk food holding temperature   [ date violation corrected: 11/15/2017 ]"
4907,"20171108","Improper storage of equipment utensils or linens  [ date violation corrected: 11/15/2017 ]"
4907,"20170105","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Moderate risk vermin infestation  [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Improper thawing methods   [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Improper storage of equipment utensils or linens  [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Inadequate warewashing facilities or equipment  [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Unclean nonfood contact surfaces  [ date violation corrected: 1/19/2017 ]"
4907,"20170105","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/19/2017 ]"
4914,"20160323","Inadequate food safety knowledge or lack of certified food safety manager"
4914,"20160323","Unapproved or unmaintained equipment or utensils"
4914,"20160323","Unclean or degraded floors walls or ceilings"
4917,"20160906","Foods not protected from contamination  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Moderate risk vermin infestation  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Unclean nonfood contact surfaces  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Permit license or inspection report not posted  [ date violation corrected: 10/18/2016 ]"
4917,"20160906","Improper or defective plumbing  [ date violation corrected: 10/18/2016 ]"
4917,"20150209","Unclean nonfood contact surfaces  [ date violation corrected: 2/10/2015 ]"
4917,"20150209","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/10/2015 ]"
4917,"20150209","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/10/2015 ]"
4917,"20150209","High risk vermin infestation  [ date violation corrected: 2/10/2015 ]"
4917,"20150209","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/10/2015 ]"
4917,"20150209","Moderate risk food holding temperature   [ date violation corrected: 2/10/2015 ]"
4917,"20150209","Foods not protected from contamination  [ date violation corrected: 2/10/2015 ]"
4917,"20150209","Food safety certificate or food handler card not available  [ date violation corrected: 2/10/2015 ]"
4920,"20170914","Inadequately cleaned or sanitized food contact surfaces"
4920,"20170328","Improper storage of equipment utensils or linens  [ date violation corrected: 8/29/2017 ]"
4920,"20170328","Improper food storage  [ date violation corrected: 8/29/2017 ]"
4920,"20160810","Unclean nonfood contact surfaces  [ date violation corrected: 3/27/2017 ]"
4920,"20160810","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/27/2017 ]"
4920,"20160225","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/1/2016 ]"
4920,"20160225","Improper storage of equipment utensils or linens  [ date violation corrected: 8/1/2016 ]"
4920,"20160225","Improper food storage  [ date violation corrected: 8/1/2016 ]"
4920,"20150729","Contaminated or adulterated food  [ date violation corrected: 7/29/2015 ]"
4920,"20150729","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/2/2016 ]"
4922,"20171120","Unclean or degraded floors walls or ceilings"
4922,"20171120","Moderate risk vermin infestation"
4922,"20171120","High risk food holding temperature "
4922,"20170630","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/31/2017 ]"
4922,"20170630","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/31/2017 ]"
4922,"20170630","Moderate risk vermin infestation  [ date violation corrected: 10/31/2017 ]"
4922,"20170630","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/31/2017 ]"
4922,"20161121","Moderate risk vermin infestation  [ date violation corrected: 6/27/2017 ]"
4922,"20160519","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/7/2016 ]"
4922,"20160519","Unclean nonfood contact surfaces  [ date violation corrected: 11/7/2016 ]"
4922,"20160519","Moderate risk vermin infestation  [ date violation corrected: 11/7/2016 ]"
4922,"20151109","Low risk vermin infestation  [ date violation corrected: 5/30/2016 ]"
4922,"20151109","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/30/2016 ]"
4922,"20151109","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/30/2016 ]"
4923,"20170711","Improper food storage"
4923,"20170711","Moderate risk vermin infestation"
4923,"20150605","Unclean hands or improper use of gloves  [ date violation corrected: 6/19/2015 ]"
4923,"20150605","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/19/2015 ]"
4923,"20150605","High risk food holding temperature   [ date violation corrected: 6/19/2015 ]"
4923,"20150209","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/5/2015 ]"
4923,"20150209","High risk food holding temperature   [ date violation corrected: 6/5/2015 ]"
4923,"20150209","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/5/2015 ]"
4932,"20171113","High risk food holding temperature   [ date violation corrected: 11/13/2017 ]"
4932,"20171113","Moderate risk vermin infestation  [ date violation corrected: 11/13/2017 ]"
4932,"20171113","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/30/2017 ]"
4932,"20171113","Improper food storage  [ date violation corrected: 11/30/2017 ]"
4932,"20170424","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/13/2017 ]"
4932,"20170424","Moderate risk vermin infestation  [ date violation corrected: 11/13/2017 ]"
4932,"20170424","Improper storage use or identification of toxic substances  [ date violation corrected: 4/24/2017 ]"
4932,"20170424","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/24/2017 ]"
4932,"20170424","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/13/2017 ]"
4932,"20170424","Inadequate ventilation or lighting  [ date violation corrected: 11/13/2017 ]"
4932,"20160607","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/24/2017 ]"
4932,"20160607","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/24/2017 ]"
4932,"20160607","High risk food holding temperature   [ date violation corrected: 6/7/2016 ]"
4935,"20170822","High risk food holding temperature   [ date violation corrected: 8/29/2017 ]"
4935,"20170822","Low risk vermin infestation  [ date violation corrected: 8/29/2017 ]"
4935,"20170822","Unapproved or unmaintained equipment or utensils"
4935,"20170822","Foods not protected from contamination  [ date violation corrected: 8/22/2017 ]"
4935,"20161020","Low risk vermin infestation  [ date violation corrected: 11/3/2016 ]"
4935,"20161020","Moderate risk food holding temperature   [ date violation corrected: 11/3/2016 ]"
4935,"20161020","Inadequate warewashing facilities or equipment  [ date violation corrected: 11/3/2016 ]"
4935,"20161020","Improper cooling methods  [ date violation corrected: 11/3/2016 ]"
4935,"20161020","Noncompliance with HAACP plan or variance  [ date violation corrected: 11/3/2016 ]"
4935,"20160301","Improper food labeling or menu misrepresentation  [ date violation corrected: 3/14/2016 ]"
4935,"20160301","High risk food holding temperature   [ date violation corrected: 3/14/2016 ]"
4935,"20160301","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/14/2016 ]"
4935,"20160301","Moderate risk vermin infestation  [ date violation corrected: 3/21/2016 ]"
4944,"20171018","Foods not protected from contamination"
4944,"20171018","Moderate risk vermin infestation"
4944,"20161221","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/18/2017 ]"
4944,"20160622","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/21/2016 ]"
4944,"20150317","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/22/2016 ]"
4947,"20160613","Improper food storage  [ date violation corrected: 1/5/2018 ]"
4947,"20150209","Improper storage use or identification of toxic substances  [ date violation corrected: 2/9/2015 ]"
4952,"20170629","Inadequately cleaned or sanitized food contact surfaces"
4952,"20161109","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/29/2017 ]"
4952,"20161109","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 6/29/2017 ]"
4952,"20150824","Moderate risk vermin infestation  [ date violation corrected: 4/28/2016 ]"
4952,"20150204","Moderate risk food holding temperature   [ date violation corrected: 2/25/2015 ]"
4957,"20180117","Improper food storage"
4957,"20180117","Unclean nonfood contact surfaces"
4957,"20180117","Unclean or degraded floors walls or ceilings"
4957,"20180117","Unapproved or unmaintained equipment or utensils"
4957,"20160714","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/17/2018 ]"
4957,"20160714","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/17/2018 ]"
4957,"20150708","Moderate risk food holding temperature   [ date violation corrected: 7/14/2016 ]"
4957,"20150708","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/14/2016 ]"
4957,"20150708","Foods not protected from contamination  [ date violation corrected: 7/14/2016 ]"
4957,"20150708","No person in charge of food facility  [ date violation corrected: 7/14/2016 ]"
4957,"20150209","Unclean nonfood contact surfaces  [ date violation corrected: 7/8/2015 ]"
4957,"20150209","High risk food holding temperature   [ date violation corrected: 2/9/2015 ]"
4959,"20171114","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/15/2017 ]"
4959,"20171114","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/15/2017 ]"
4959,"20171114","High risk vermin infestation  [ date violation corrected: 11/16/2017 ]"
4959,"20171114","Unclean nonfood contact surfaces  [ date violation corrected: 11/16/2017 ]"
4959,"20161228","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/4/2017 ]"
4959,"20161228","Moderate risk food holding temperature   [ date violation corrected: 1/4/2017 ]"
4959,"20161228","Low risk vermin infestation  [ date violation corrected: 1/4/2017 ]"
4959,"20161228","Improper food storage  [ date violation corrected: 1/4/2017 ]"
4959,"20160229","Unclean nonfood contact surfaces  [ date violation corrected: 12/28/2016 ]"
4959,"20160229","Improper food storage  [ date violation corrected: 2/29/2016 ]"
4959,"20160229","Food safety certificate or food handler card not available  [ date violation corrected: 12/28/2016 ]"
4959,"20160229","Low risk vermin infestation  [ date violation corrected: 12/28/2016 ]"
4959,"20160229","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/28/2016 ]"
4959,"20150401","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/29/2016 ]"
4959,"20150401","Moderate risk vermin infestation  [ date violation corrected: 2/29/2016 ]"
4959,"20150401","Improper food storage  [ date violation corrected: 2/29/2016 ]"
4960,"20171012","Moderate risk food holding temperature "
4960,"20171012","Inadequate and inaccessible handwashing facilities"
4960,"20171012","Foods not protected from contamination"
4960,"20161003","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/20/2016 ]"
4960,"20161003","High risk food holding temperature   [ date violation corrected: 10/20/2016 ]"
4960,"20160413","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/3/2016 ]"
4960,"20160413","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/14/2016 ]"
4960,"20160413","No hot water or running water  [ date violation corrected: 4/14/2016 ]"
4960,"20160413","High risk food holding temperature   [ date violation corrected: 10/3/2016 ]"
4960,"20160413","High risk vermin infestation  [ date violation corrected: 4/14/2016 ]"
4960,"20160413","Unclean nonfood contact surfaces  [ date violation corrected: 4/14/2016 ]"
4960,"20160413","Improper storage of equipment utensils or linens  [ date violation corrected: 10/3/2016 ]"
4963,"20171031","Insufficient hot water or running water  [ date violation corrected: 11/9/2017 ]"
4963,"20171031","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/9/2017 ]"
4963,"20171031","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/9/2017 ]"
4963,"20171031","Unapproved or unmaintained equipment or utensils"
4963,"20150612","Improper or defective plumbing  [ date violation corrected: 6/19/2015 ]"
4963,"20150612","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/19/2015 ]"
4963,"20150612","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/19/2015 ]"
4963,"20150612","Unclean nonfood contact surfaces  [ date violation corrected: 6/19/2015 ]"
4963,"20150612","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/19/2015 ]"
4963,"20150612","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/19/2015 ]"
4963,"20150612","Moderate risk food holding temperature   [ date violation corrected: 6/19/2015 ]"
4978,"20171010","Contaminated or adulterated food"
4978,"20171010","Food in poor condition"
4978,"20171010","High risk vermin infestation"
4978,"20171010","Moderate risk food holding temperature "
4978,"20171010","Inadequate and inaccessible handwashing facilities"
4978,"20171010","Inadequately cleaned or sanitized food contact surfaces"
4978,"20160307","Improper food storage  [ date violation corrected: 3/30/2016 ]"
4978,"20160307","Food safety certificate or food handler card not available  [ date violation corrected: 3/30/2016 ]"
4978,"20160307","Moderate risk food holding temperature   [ date violation corrected: 3/30/2016 ]"
4982,"20170207","Inadequate or unsanitary refuse containers or area or no garbage service"
4982,"20170207","Wiping cloths not clean or properly stored or inadequate sanitizer"
4982,"20160520","Improper storage of equipment utensils or linens  [ date violation corrected: 2/7/2017 ]"
4985,"20171113","Improper cooling methods  [ date violation corrected: 11/28/2017 ]"
4985,"20171113","Insufficient hot water or running water  [ date violation corrected: 11/13/2017 ]"
4986,"20180122","Moderate risk food holding temperature "
4986,"20180122","Inadequately cleaned or sanitized food contact surfaces"
4986,"20180122","Inadequate and inaccessible handwashing facilities"
4986,"20170522","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/22/2018 ]"
4986,"20170522","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/22/2018 ]"
4986,"20170522","Moderate risk food holding temperature   [ date violation corrected: 1/22/2018 ]"
4986,"20170522","Inadequate procedures or records for time as a public health control   [ date violation corrected: 1/22/2018 ]"
4986,"20160830","Unclean hands or improper use of gloves  [ date violation corrected: 8/30/2016 ]"
4986,"20160830","Improper storage of equipment utensils or linens  [ date violation corrected: 5/22/2017 ]"
4986,"20160830","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/22/2017 ]"
4986,"20160314","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 8/30/2016 ]"
4986,"20160314","Improper thawing methods   [ date violation corrected: 8/30/2016 ]"
4986,"20160314","Moderate risk food holding temperature   [ date violation corrected: 8/30/2016 ]"
4986,"20160314","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/30/2016 ]"
4986,"20160314","Inadequate procedures or records for time as a public health control   [ date violation corrected: 8/30/2016 ]"
4987,"20170630","Unclean nonfood contact surfaces"
4987,"20170630","Improper food storage"
4987,"20170630","Wiping cloths not clean or properly stored or inadequate sanitizer"
4987,"20170630","Moderate risk food holding temperature "
4987,"20170630","Foods not protected from contamination"
4987,"20150521","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/25/2016 ]"
4987,"20150521","Improper storage use or identification of toxic substances  [ date violation corrected: 8/25/2016 ]"
4987,"20150521","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/25/2016 ]"
4999,"20171207","Food safety certificate or food handler card not available  [ date violation corrected: 12/15/2017 ]"
4999,"20171207","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/15/2017 ]"
4999,"20171207","No person in charge of food facility  [ date violation corrected: 12/15/2017 ]"
4999,"20171207","Moderate risk vermin infestation  [ date violation corrected: 12/15/2017 ]"
4999,"20171207","Improper food storage  [ date violation corrected: 12/15/2017 ]"
4999,"20171207","Improper storage of equipment utensils or linens  [ date violation corrected: 12/15/2017 ]"
4999,"20170508","Moderate risk food holding temperature   [ date violation corrected: 12/7/2017 ]"
4999,"20170501","Improper food storage  [ date violation corrected: 5/8/2017 ]"
4999,"20170501","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/8/2017 ]"
4999,"20170501","High risk food holding temperature   [ date violation corrected: 5/8/2017 ]"
4999,"20161025","Moderate risk food holding temperature   [ date violation corrected: 11/18/2016 ]"
4999,"20161003","Low risk vermin infestation  [ date violation corrected: 10/25/2016 ]"
4999,"20161003","High risk food holding temperature   [ date violation corrected: 10/25/2016 ]"
4999,"20161003","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/25/2016 ]"
4999,"20161003","Improper food labeling or menu misrepresentation  [ date violation corrected: 5/1/2017 ]"
4999,"20161003","Improper thawing methods   [ date violation corrected: 10/25/2016 ]"
4999,"20161003","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/18/2016 ]"
4999,"20161003","Food safety certificate or food handler card not available  [ date violation corrected: 11/18/2016 ]"
4999,"20150604","Insufficient hot water or running water  [ date violation corrected: 8/14/2015 ]"
4999,"20150604","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/14/2015 ]"
4999,"20150604","Moderate risk vermin infestation  [ date violation corrected: 8/14/2015 ]"
5000,"20170628","Unclean or degraded floors walls or ceilings"
5000,"20170628","Unclean nonfood contact surfaces"
5000,"20170628","Moderate risk vermin infestation"
5000,"20170628","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/28/2017 ]"
5000,"20160624","Inadequate warewashing facilities or equipment  [ date violation corrected: 6/28/2017 ]"
5000,"20160624","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/28/2017 ]"
5000,"20160624","Permit license or inspection report not posted  [ date violation corrected: 6/28/2017 ]"
5000,"20150604","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/24/2016 ]"
5006,"20170807","Moderate risk vermin infestation  [ date violation corrected: 8/14/2017 ]"
5006,"20170807","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/14/2017 ]"
5006,"20161017","Moderate risk food holding temperature   [ date violation corrected: 10/17/2016 ]"
5006,"20160217","Improper food storage  [ date violation corrected: 2/17/2016 ]"
5006,"20160217","High risk food holding temperature   [ date violation corrected: 2/17/2016 ]"
5006,"20150504","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/17/2016 ]"
5006,"20150504","Moderate risk food holding temperature   [ date violation corrected: 2/17/2016 ]"
