CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
17016837,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2017-03-26 09:12:00,37.858079,-122.268016,Sunday
17035186,THEFT FELONY (OVER $950),LARCENY,TENTH STREET & HEARST AVE,2017-06-18 22:00:00,37.870213,-122.293749,Sunday
17042804,BURGLARY AUTO,BURGLARY - VEHICLE,3200 ELLIS ST,2017-07-23 05:46:00,37.850367,-122.272807,Sunday
17035117,ASSAULT/BATTERY MISD.,ASSAULT,2000 OREGON ST,2017-06-18 17:35:00,37.857409,-122.268473,Sunday
17018290,ASSAULT/BATTERY FEL.,ASSAULT,2100 KITTREDGE ST,2017-04-02 05:26:00,37.868512,-122.26781,Sunday
17035059,BURGLARY AUTO,BURGLARY - VEHICLE,2000 KITTREDGE ST,2017-06-18 00:00:00,37.868204,-122.270054,Sunday
17035136,BURGLARY AUTO,BURGLARY - VEHICLE,2700 CHANNING WAY,2017-06-11 00:01:00,37.867491,-122.254054,Sunday
17035167,DISTURBANCE,DISORDERLY CONDUCT,2200 BROWNING ST,2017-06-18 21:48:00,37.866594,-122.287944,Sunday
17090927,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,2017-05-14 11:00:00,37.864826,-122.260719,Sunday
17012534,NARCOTICS,DRUG VIOLATION,2100 SHATTUCK AVE,2017-03-05 22:03:00,37.871167,-122.268285,Sunday
17046806,SEXUAL ASSAULT FEL.,SEX CRIME,2400 ASHBY AVE,2017-08-06 01:35:00,37.856111,-122.260248,Sunday
17041322,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,RUSSELL STREET & M L KING JR WAY,2017-07-16 11:38:00,,,Sunday
17025837,NARCOTICS,DRUG VIOLATION,2500 REGENT ST,2017-05-07 19:20:00,37.865202,-122.257795,Sunday
17030449,THEFT FELONY (OVER $950),LARCENY,2200 SHATTUCK AVE,2017-05-28 18:06:00,37.869363,-122.268028,Sunday
17039678,NARCOTICS,DRUG VIOLATION,BAY STREET & SIXTY-SIXTH ST,2017-07-09 00:47:00,,,Sunday
17047581,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,2017-08-13 22:30:00,37.864826,-122.260719,Sunday
17044236,ASSAULT/BATTERY FEL.,ASSAULT,2300 TELEGRAPH AVE,2017-07-30 01:17:00,37.868714,-122.259189,Sunday
17091061,DISTURBANCE,DISORDERLY CONDUCT,1600 ALLSTON WAY,2017-06-04 10:17:00,37.867906,-122.279428,Sunday
17049472,VANDALISM,VANDALISM,1500 UNIVERSITY AVE,2017-08-20 22:00:00,37.870396,-122.281585,Sunday
17091017,BURGLARY AUTO,BURGLARY - VEHICLE,800 OXFORD ST,2017-05-28 08:25:00,37.892824,-122.272717,Sunday
17041247,BURGLARY AUTO,BURGLARY - VEHICLE,2300 CHANNING WAY,2017-07-16 00:13:00,37.866327,-122.263359,Sunday
17049224,ASSAULT/BATTERY MISD.,ASSAULT,1900 ADDISON ST,2017-08-20 23:25:00,37.870639,-122.272468,Sunday
17091421,VANDALISM,VANDALISM,2700 ASHBY PL,2017-07-23 01:55:00,37.85717,-122.252209,Sunday
17091384,IDENTITY THEFT,FRAUD,400 BOYNTON AVE,2017-07-16 03:13:00,,,Sunday
17026080,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3100 ELLIS ST,2017-05-07 22:00:00,37.852066,-122.272994,Sunday
17041255,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 BERKELEY WAY,2017-07-16 01:07:00,37.87247,-122.273021,Sunday
17091606,THEFT MISD. (UNDER $950),LARCENY,1500 ASHBY AVE,2017-08-13 19:15:00,37.853316,-122.278738,Sunday
17091539,IDENTITY THEFT,FRAUD,1300 SPRUCE ST,2017-08-06 10:05:00,37.883973,-122.266323,Sunday
17049184,DISTURBANCE,DISORDERLY CONDUCT,1100 UNIVERSITY AVE,2017-08-20 19:50:00,37.869067,-122.292043,Sunday
17027361,VANDALISM,VANDALISM,2800 SACRAMENTO ST,2017-05-14 18:41:00,37.856792,-122.279845,Sunday
17039675,NARCOTICS,DRUG VIOLATION,STANFORD AVENUE & MARKET ST,2017-07-09 00:40:00,,,Sunday
17091246,THEFT FELONY (OVER $950),LARCENY,1400 SHATTUCK AVE,2017-06-25 10:20:00,37.881957,-122.269551,Sunday
17028743,DISTURBANCE,DISORDERLY CONDUCT,2000 WOOLSEY ST,2017-05-21 01:40:00,37.852174,-122.267824,Sunday
17041599,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2200 GRANT ST,2017-07-16 23:30:00,37.868355,-122.274953,Sunday
17041353,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,2017-07-16 15:15:00,37.865009,-122.258767,Sunday
17044359,NARCOTICS,DRUG VIOLATION,1900 SAN PABLO AVE,2017-07-30 19:18:00,37.870236,-122.292591,Sunday
17049187,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & M L KING JR WAY,2017-08-20 20:06:00,,,Sunday
17090486,VANDALISM,VANDALISM,2200 DURANT AVE,2017-03-05 22:00:00,37.866969,-122.26553,Sunday
17091482,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,2017-07-30 17:05:00,37.862844,-122.298368,Sunday
17050890,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,2017-08-27 20:20:00,37.881957,-122.269551,Sunday
17017281,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1900 DWIGHT WAY,2017-03-26 23:30:00,37.863353,-122.272097,Sunday
17050774,ROBBERY,ROBBERY,2500 DURANT AVE,2017-08-27 02:26:00,37.867852,-122.258699,Sunday
17021204,NARCOTICS,DRUG VIOLATION,1700 SACRAMENTO ST,2017-04-16 19:17:00,37.874844,-122.282552,Sunday
17041316,THEFT MISD. (UNDER $950),LARCENY,1700 SONOMA AVE,2017-07-16 11:11:00,37.886772,-122.282524,Sunday
17091064,BURGLARY AUTO,BURGLARY - VEHICLE,STUART ST/COLLEGE AVE,2017-06-04 15:25:00,,,Sunday
17024193,BURGLARY AUTO,BURGLARY - VEHICLE,1400 SHATTUCK AVE,2017-04-30 19:05:00,37.881957,-122.269551,Sunday
17090707,IDENTITY THEFT,FRAUD,2000 CHANNING WAY,2017-04-09 11:25:00,37.865501,-122.269774,Sunday
17091074,THEFT MISD. (UNDER $950),LARCENY,1500 FRANCISCO ST,2017-06-04 18:00:00,37.873976,-122.282257,Sunday
17018552,BURGLARY AUTO,BURGLARY - VEHICLE,1400 ADDISON ST,2017-04-02 19:00:00,37.869186,-122.283943,Sunday
17024252,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2017-04-30 23:03:00,37.858079,-122.268016,Sunday
17026180,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AVE,2017-05-07 19:20:00,37.869067,-122.292043,Sunday
17015373,ROBBERY,ROBBERY,1500 UNIVERSITY AVE,2017-03-19 17:01:00,37.870396,-122.281585,Sunday
17090531,VANDALISM,VANDALISM,2700 MILVIA ST,2017-03-12 00:00:00,37.860225,-122.269453,Sunday
17050758,NARCOTICS,DRUG VIOLATION,2700 CHANNING WAY,2017-08-27 00:17:00,37.867491,-122.254054,Sunday
17015490,BURGLARY AUTO,BURGLARY - VEHICLE,2600 ELLSWORTH ST,2017-03-19 19:30:00,37.862562,-122.262598,Sunday
17012482,DOMESTIC VIOLENCE,FAMILY OFFENSE,1400 CHANNING WAY,2017-03-05 01:00:00,37.863773,-122.283034,Sunday
17042909,ASSAULT/BATTERY FEL.,ASSAULT,1900 ASHBY AVE,2017-07-23 19:00:00,37.854286,-122.271015,Sunday
17044971,BURGLARY AUTO,BURGLARY - VEHICLE,FULTON STREET & PARKER ST,2017-06-18 18:45:00,37.862456,-122.264851,Sunday
17019943,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 HEARST AVE,2017-04-09 21:00:00,37.874182,-122.265937,Sunday
17038388,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 EIGHTH ST,2017-07-02 22:00:00,37.862184,-122.293517,Sunday
17091240,IDENTITY THEFT,FRAUD,2000 ASHBY AVE,2017-06-25 14:35:00,37.85491,-122.268666,Sunday
17090931,IDENTITY THEFT,FRAUD,1400 HOPKINS ST,2017-05-14 16:00:00,37.879905,-122.285273,Sunday
17049022,ASSAULT/BATTERY MISD.,ASSAULT,2500 DURANT AVE,2017-08-20 01:05:00,37.867852,-122.258699,Sunday
17091199,THEFT MISD. (UNDER $950),LARCENY,2500 HILLEGASS AVE,2017-06-11 02:05:00,37.865149,-122.256487,Sunday
17045926,VEHICLE STOLEN,MOTOR VEHICLE THEFT,100 UNIVERSITY AVE,2017-08-06 12:27:00,37.86331,-122.316113,Sunday
17027366,VEHICLE STOLEN,MOTOR VEHICLE THEFT,GILMAN STREET & SECOND ST,2017-05-14 20:12:00,37.878461,-122.305788,Sunday
17091443,IDENTITY THEFT,FRAUD,2000 CHANNING WAY,2017-06-04 21:15:00,37.865501,-122.269774,Sunday
17042778,ROBBERY,ROBBERY,2300 TELEGRAPH AVE,2017-07-23 01:13:00,37.868714,-122.259189,Sunday
17038141,NARCOTICS,DRUG VIOLATION,CALIFORNIA STREET & UNIVERSITY AVE,2017-07-02 02:33:00,37.870627,-122.279765,Sunday
17028796,THEFT MISD. (UNDER $950),LARCENY,BANCROFT WAY & SHATTUCK AVE,2017-05-21 12:00:00,37.867601,-122.267718,Sunday
17030387,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 EUCLID AVE,2017-05-28 00:01:00,37.889399,-122.262594,Sunday
17027282,DISTURBANCE,DISORDERLY CONDUCT,1500 PRINCE ST,2017-05-14 09:53:00,37.851503,-122.278518,Sunday
17091542,THEFT MISD. (UNDER $950),LARCENY,2400 VALLEY ST,2017-08-06 21:00:00,37.863625,-122.284155,Sunday
17036775,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & ADDISON ST,2017-06-25 21:21:00,37.867835,-122.291645,Sunday
17044321,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,700 HARRISON ST,2017-07-30 15:46:00,37.880564,-122.304896,Sunday
17091480,THEFT MISD. (UNDER $950),LARCENY,2584 MARTIN LUTHER KING JR WAY,2017-07-30 16:00:00,37.861822,-122.271926,Sunday
17021318,ROBBERY,ROBBERY,1900 SHATTUCK AVE,2017-04-16 08:00:00,37.873687,-122.268616,Sunday
17091426,THEFT FELONY (OVER $950),LARCENY,1500 DERBY ST,2017-07-23 22:00:00,37.858867,-122.278992,Sunday
17019827,ARSON,ARSON,2200 NINTH ST,2017-04-09 18:41:00,37.865875,-122.293523,Sunday
17040953,FRAUD/FORGERY,FRAUD,1700 OXFORD ST,2017-07-02 00:00:00,37.876881,-122.266666,Sunday
17036785,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,2017-06-25 22:20:00,37.881957,-122.269551,Sunday
17050771,NARCOTICS,DRUG VIOLATION,1700 UNIVERSITY AVE,2017-08-27 02:00:00,37.870948,-122.27733,Sunday
17020462,THEFT FROM PERSON,LARCENY,2200 SHATTUCK AVE,2017-04-13 08:45:00,37.869363,-122.268028,Thursday
17050275,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AVE,2017-08-24 18:30:00,37.865491,-122.310065,Thursday
17019145,GUN/WEAPON,WEAPONS OFFENSE,1900 SEVENTH ST,2017-04-06 17:30:00,37.869318,-122.296984,Thursday
17031395,VANDALISM,VANDALISM,ACTON STREET & PARKER ST,2017-06-01 20:00:00,37.860172,-122.282847,Thursday
17090794,THEFT MISD. (UNDER $950),LARCENY,2100 EMERSON ST,2017-04-20 12:00:00,37.854536,-122.266403,Thursday
17034383,DISTURBANCE,DISORDERLY CONDUCT,STUART STREET & ADELINE ST,2017-06-15 14:30:00,37.858439,-122.26757,Thursday
17091356,VANDALISM,VANDALISM,3000 DOHR ST,2017-07-13 21:30:00,37.853221,-122.280832,Thursday
17091255,IDENTITY THEFT,FRAUD,10 BRIDGE RD,2017-06-29 13:10:00,37.855584,-122.238474,Thursday
17045094,BURGLARY AUTO,BURGLARY - VEHICLE,DELAWARE STREET & GRANT ST,2017-08-03 02:15:00,37.873921,-122.275577,Thursday
17045098,BURGLARY AUTO,BURGLARY - VEHICLE,1700 CHESTNUT ST,2017-08-03 02:23:00,37.874095,-122.288542,Thursday
17017847,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 FOURTH ST,2017-03-30 19:23:00,37.867026,-122.299737,Thursday
17091211,BURGLARY AUTO,BURGLARY - VEHICLE,3000 TELEGRAPH AVE,2017-06-22 21:30:00,37.855435,-122.259841,Thursday
17016414,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1000 PARDEE ST,2017-03-23 22:00:00,37.856705,-122.290315,Thursday
17014775,ASSAULT/BATTERY MISD.,ASSAULT,2700 COLLEGE AVE,2017-03-16 22:05:00,37.861645,-122.253508,Thursday
17019576,VEHICLE STOLEN,MOTOR VEHICLE THEFT,HILLEGASS AVENUE & STUART ST,2017-04-06 08:00:00,37.859854,-122.255807,Thursday
17023527,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2800 DOHR ST,2017-04-27 20:30:00,37.855692,-122.281259,Thursday
17014831,BURGLARY AUTO,BURGLARY - VEHICLE,,2017-03-16 22:00:00,,,Thursday
17017755,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2000 ALLSTON WAY,2017-03-30 10:42:00,37.869096,-122.270137,Thursday
17050347,THEFT MISD. (UNDER $950),LARCENY,2400 DANA ST,2017-08-24 23:20:00,37.866508,-122.261057,Thursday
17035904,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 CHANNING WAY,2017-06-22 01:00:00,37.864333,-122.278792,Thursday
17045293,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1600 HEARST AVE,2017-08-03 23:18:00,37.87247,-122.279718,Thursday
17090741,BURGLARY AUTO,BURGLARY - VEHICLE,1623 MARTIN LUTHER KING JR WAY,2017-03-30 01:00:00,37.876978,-122.273612,Thursday
17038975,DISTURBANCE,DISORDERLY CONDUCT,1300 ADDISON ST,2017-07-06 06:00:00,37.868913,-122.28608,Thursday
17032854,THEFT FELONY (OVER $950),LARCENY,2000 MILVIA ST,2017-06-08 12:20:00,37.871461,-122.270706,Thursday
17031499,THEFT MISD. (UNDER $950),LARCENY,900 VIRGINIA ST,2017-06-01 09:20:00,37.872545,-122.298043,Thursday
17012619,FRAUD/FORGERY,FRAUD,1400 SHATTUCK AVE,2017-03-02 12:30:00,37.881957,-122.269551,Thursday
17091301,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH STREET & HARRISON ST,2017-07-06 17:00:00,37.880922,-122.303115,Thursday
17091492,THEFT FELONY (OVER $950),LARCENY,1313 MARTIN LUTHER KING JR WAY 1,2017-07-27 18:50:00,37.882701,-122.274215,Thursday
17013136,VEHICLE STOLEN,MOTOR VEHICLE THEFT,900 SANTA BARBARA RD,2017-03-09 02:00:00,37.892625,-122.268439,Thursday
17037428,NARCOTICS,DRUG VIOLATION,M L KING JR WAY & 61ST ST,2017-06-29 00:23:00,,,Thursday
17028211,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & CENTER ST,2017-05-18 15:30:00,37.870346,-122.267796,Thursday
17040842,FRAUD/FORGERY,FRAUD,200 UNIVERSITY AVE,2017-06-29 17:00:00,37.865491,-122.310065,Thursday
17091603,THEFT MISD. (UNDER $950),LARCENY,2500 DURANT AVE,2017-08-10 03:30:00,37.867852,-122.258699,Thursday
17045146,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,2017-08-03 08:40:00,37.88015,-122.297446,Thursday
17016226,THEFT MISD. (UNDER $950),LARCENY,2300 SHATTUCK AVE,2017-03-23 12:20:00,37.867176,-122.267802,Thursday
17023364,NARCOTICS,DRUG VIOLATION,HEARST AVENUE & M L KING JR WAY,2017-04-27 11:45:00,,,Thursday
17042182,DISTURBANCE,DISORDERLY CONDUCT,2400 TELEGRAPH AVE,2017-07-20 13:47:00,37.866761,-122.258779,Thursday
17046734,ROBBERY,ROBBERY,900 UNIVERSITY AVE,2017-08-10 00:10:00,37.868273,-122.295963,Thursday
17039148,VANDALISM,VANDALISM,2100 SHATTUCK AVE,2017-07-06 23:25:00,37.871167,-122.268285,Thursday
17018398,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 GARBER ST,2017-03-30 10:30:00,37.86066,-122.253407,Thursday
17028299,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AVENUE & ASHBY AVE,2017-05-18 15:00:00,37.855293,-122.266502,Thursday
17090721,THEFT MISD. (UNDER $950),LARCENY,1900 ALLSTON WAY,2017-03-09 11:35:00,37.868785,-122.272701,Thursday
17043634,ROBBERY,ROBBERY,1100 UNIVERSITY AVE,2017-07-27 11:35:00,37.869067,-122.292043,Thursday
17042374,VANDALISM,VANDALISM,2000 ALLSTON WAY,2017-07-20 10:30:00,37.869096,-122.270137,Thursday
17024121,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 COLLEGE AVE,2017-04-27 17:00:00,37.859988,-122.253339,Thursday
17090958,BURGLARY AUTO,BURGLARY - VEHICLE,2900 CALIFORNIA ST,2017-05-18 13:20:00,37.855,-122.277202,Thursday
17046828,ASSAULT/BATTERY MISD.,ASSAULT,900 UNIVERSITY AVE,2017-08-10 11:45:00,37.868273,-122.295963,Thursday
17021887,VANDALISM,VANDALISM,1600 PRINCE ST,2017-04-13 08:00:00,37.85177,-122.276489,Thursday
17023632,THEFT FELONY (OVER $950),LARCENY,1500 FAIRVIEW ST,2017-04-27 17:00:00,37.849747,-122.277907,Thursday
17048458,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 REGENT ST,2017-08-17 17:30:00,37.865202,-122.257795,Thursday
17045083,BURGLARY AUTO,BURGLARY - VEHICLE,ACTON STREET & CEDAR ST,2017-08-03 02:20:00,37.876386,-122.285017,Thursday
17020564,THEFT MISD. (UNDER $950),LARCENY,1600 ALLSTON WAY,2017-04-06 00:00:00,37.867906,-122.279428,Thursday
17035994,IDENTITY THEFT,FRAUD,1000 MARIPOSA AVE,2017-06-22 00:01:00,37.889658,-122.270137,Thursday
17016506,DISTURBANCE,DISORDERLY CONDUCT,1300 BAY VIEW PL,2017-03-23 21:00:00,37.88434,-122.262685,Thursday
17000233,NARCOTICS,DRUG VIOLATION,HEARST AVENUE & M L KING JR WAY,2017-04-27 11:45:00,,,Thursday
17031347,VEHICLE STOLEN,MOTOR VEHICLE THEFT,700 PERALTA AVE,2017-06-01 15:00:00,37.894676,-122.285563,Thursday
17090737,THEFT FELONY (OVER $950),LARCENY,2100 ALLSTON WAY,2017-04-13 11:00:00,37.86939,-122.267883,Thursday
17090537,THEFT MISD. (UNDER $950),LARCENY,1800 OXFORD ST,2017-03-09 22:15:00,37.875084,-122.266464,Thursday
17091404,THEFT FELONY (OVER $950),LARCENY,1700 SAN PABLO AVE,2017-07-20 15:25:00,37.87325,-122.293558,Thursday
17040762,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 DWIGHT WAY,2017-07-13 19:00:00,37.864535,-122.262993,Thursday
17016229,THEFT MISD. (UNDER $950),LARCENY,900 HEINZ AVE,2017-03-23 13:00:00,37.853552,-122.291561,Thursday
17090838,THEFT MISD. (UNDER $950),LARCENY,2400 DURANT AVE,2017-04-27 18:05:00,37.867513,-122.26127,Thursday
17017846,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 TENTH ST,2017-03-30 18:00:00,37.86249,-122.29124,Thursday
17048436,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 M L KING JR WAY,2017-08-17 02:00:00,,,Thursday
17035458,VANDALISM,VANDALISM,1700 OXFORD ST,2017-06-15 07:00:00,37.876881,-122.266666,Thursday
17017752,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 SACRAMENTO ST,2017-03-30 20:08:00,37.856792,-122.279845,Thursday
17045153,MISSING ADULT,MISSING PERSON,1700 EUCLID AVE,2017-08-03 10:20:00,37.877793,-122.260709,Thursday
17091303,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SHATTUCK AVE,2017-07-06 21:35:00,37.88362,-122.269734,Thursday
17090512,THEFT MISD. (UNDER $950),LARCENY,1600 BERKELEY WAY,2017-03-09 15:50:00,37.871593,-122.279879,Thursday
17090913,THEFT MISD. (UNDER $950),LARCENY,1444 SHATTUCK PL,2017-05-11 15:30:00,37.881525,-122.269974,Thursday
17029690,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,2017-05-25 15:45:00,37.862844,-122.298368,Thursday
17012074,THEFT MISD. (UNDER $950),LARCENY,2500 DURANT AVE,2017-03-02 06:49:00,37.867852,-122.258699,Thursday
17091256,VANDALISM,VANDALISM,1600 FAIRVIEW ST,2017-06-29 11:15:00,37.850001,-122.275963,Thursday
17026186,IDENTITY THEFT,FRAUD,600 SPRUCE ST,2017-04-27 00:01:00,37.899602,-122.271102,Thursday
17017783,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 MATHEWS ST,2017-03-23 00:00:00,37.857776,-122.286576,Thursday
17042511,BURGLARY AUTO,BURGLARY - VEHICLE,,2017-07-20 16:00:00,,,Thursday
17046873,THEFT MISD. (UNDER $950),LARCENY,2400 BANCROFT WAY,2017-08-10 15:26:00,37.868447,-122.261268,Thursday
17049097,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 BENVENUE AVE,2017-08-17 14:00:00,37.865535,-122.255235,Thursday
17015528,DOMESTIC VIOLENCE,FAMILY OFFENSE,1700 UNIVERSITY AVE,2017-03-16 08:00:00,37.870948,-122.27733,Thursday
17040645,NARCOTICS,DRUG VIOLATION,2400 PARKER ST,2017-07-13 14:30:00,37.863072,-122.260352,Thursday
17031308,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 SHATTUCK AVE,2017-06-01 16:46:00,37.867176,-122.267802,Thursday
17043614,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & VIRGINIA ST,2017-07-27 07:50:00,37.876594,-122.268956,Thursday
17014915,FRAUD/FORGERY,FRAUD,1700 TENTH ST,2017-03-16 08:00:00,37.873024,-122.294652,Thursday
17090742,VANDALISM,VANDALISM,2500 COLLEGE AVE,2017-04-06 04:00:00,37.865711,-122.25389,Thursday
17091368,VANDALISM,VANDALISM,2300 MILVIA ST,2017-07-13 06:00:00,37.866581,-122.270179,Thursday
17031275,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,2017-06-01 11:10:00,37.865009,-122.258767,Thursday
17043621,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2017-07-27 09:12:00,37.858079,-122.268016,Thursday
17032841,DISTURBANCE,DISORDERLY CONDUCT,700 HEARST AVE,2017-06-08 11:30:00,37.868663,-122.301325,Thursday
17090791,BURGLARY AUTO,BURGLARY - VEHICLE,1300 NEILSON ST,2017-04-20 18:00:00,37.880893,-122.289323,Thursday
17017736,DISTURBANCE,DISORDERLY CONDUCT,ALLSTON WAY & HAROLD WAY,2017-03-30 18:21:00,37.8692,-122.269308,Thursday
17036050,BURGLARY AUTO,BURGLARY - VEHICLE,1400 HARRISON ST,2017-06-22 20:00:00,,,Thursday
17014774,BURGLARY AUTO,BURGLARY - VEHICLE,TELEGRAPH AVENUE & STUART ST,2017-03-16 20:40:00,37.859528,-122.25926,Thursday
17027712,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 CARLETON ST,2017-05-04 16:30:00,37.859416,-122.281845,Thursday
17029011,DISTURBANCE,DISORDERLY CONDUCT,1900 ALLSTON WAY,2017-05-18 09:00:00,37.868785,-122.272701,Thursday
17040542,ASSAULT/BATTERY MISD.,ASSAULT,2600 DURANT AVE,2017-07-13 07:50:00,37.868164,-122.256314,Thursday
17011970,BURGLARY AUTO,BURGLARY - VEHICLE,FOURTH STREET & HEARST AVE,2017-03-02 19:20:00,37.868878,-122.300284,Thursday
17025087,ASSAULT/BATTERY MISD.,ASSAULT,2400 M L KING JR WAY,2017-05-04 14:51:00,,,Thursday
17032943,ASSAULT/BATTERY MISD.,ASSAULT,2200 SACRAMENTO ST,2017-06-08 18:00:00,37.867212,-122.281739,Thursday
17036106,BURGLARY AUTO,BURGLARY - VEHICLE,2900 NINTH ST,2017-06-22 18:00:00,37.8526,-122.289715,Thursday
17091229,THEFT MISD. (UNDER $950),LARCENY,2400 PIEDMONT CIR,2017-06-22 10:00:00,37.867546,-122.251967,Thursday
17090516,BURGLARY AUTO,BURGLARY - VEHICLE,2800 TELEGRAPH AVE,2017-03-09 20:00:00,37.859309,-122.259291,Thursday
17091402,THEFT MISD. (UNDER $950),LARCENY,1800 FOURTH ST,2017-07-20 16:40:00,37.869944,-122.300636,Thursday
17016233,ASSAULT/BATTERY MISD.,ASSAULT,1400 SHATTUCK AVE,2017-03-23 14:30:00,37.881957,-122.269551,Thursday
17091299,THEFT MISD. (UNDER $950),LARCENY,1300 SAN PABLO AVE,2017-07-06 17:35:00,37.880262,-122.295809,Thursday
17037496,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DWIGHT WAY,2017-06-29 08:30:00,37.864826,-122.260719,Thursday
17048428,DISTURBANCE,DISORDERLY CONDUCT,2500 TELEGRAPH AVE,2017-08-17 17:58:00,37.865009,-122.258767,Thursday
17038202,THEFT FROM AUTO,LARCENY - FROM VEHICLE,M L KING JR WAY & DELAWARE ST,2017-06-29 19:00:00,,,Thursday
17090689,BURGLARY AUTO,BURGLARY - VEHICLE,BANCROFT WAY & ELLSWORTH ST,2017-04-06 18:00:00,37.86814,-122.263736,Thursday
17043776,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & TELEGRAPH AVE,2017-07-27 23:00:00,37.867816,-122.258994,Thursday
17090999,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,2017-05-25 13:30:00,37.862844,-122.298368,Thursday
17043618,ROBBERY,ROBBERY,1800 UNIVERSITY AVE,2017-07-27 08:30:00,37.871246,-122.274991,Thursday
17091387,IDENTITY THEFT,FRAUD,1600 DELAWARE ST,2017-07-06 23:48:00,37.873343,-122.280086,Thursday
17019550,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 CARRISON ST,2017-04-06 00:30:00,37.851521,-122.28549,Thursday
17045420,FRAUD/FORGERY,FRAUD,2000 FOURTH ST,2017-04-27 19:58:00,37.867026,-122.299737,Thursday
17091667,THEFT MISD. (UNDER $950),LARCENY,900 HILLDALE AVE,2017-08-17 16:00:00,37.895849,-122.263428,Thursday
17045173,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,2017-08-03 11:55:00,37.880262,-122.295809,Thursday
17023350,THEFT FELONY (OVER $950),LARCENY,2700 RUSSELL ST,2017-04-27 10:50:00,37.858518,-122.252653,Thursday
17032780,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 PARKER ST,2017-06-08 02:10:00,37.862763,-122.262639,Thursday
17035998,DISTURBANCE,DISORDERLY CONDUCT,2200 VIRGINIA ST,2017-06-22 17:05:00,37.876881,-122.266666,Thursday
17014578,ASSAULT/BATTERY MISD.,ASSAULT,2300 ELLSWORTH ST,2017-03-16 00:50:00,37.867972,-122.263699,Thursday
17043778,BURGLARY AUTO,BURGLARY - VEHICLE,2200 SHATTUCK AVE,2017-07-27 00:08:00,37.869363,-122.268028,Thursday
