"year","place","age","time"
2004,4102,33,7829
2004,4103,53,7839
2004,4104,59,7875
2004,4105,46,7886
2004,4106,37,7902
2004,4107,65,7908
2004,4108,53,7909
2004,4109,77,7916
2004,4110,32,7919
2004,4111,30,7959
2004,4112,44,7982
2004,4113,50,7984
2004,4114,34,7998
2004,4115,53,8032
2004,4116,31,8099
2004,4117,46,8113
2004,4118,25,8128
2004,4119,44,8169
2004,4120,42,8211
2004,4121,46,8211
2004,4122,39,8220
2004,4123,51,8233
2004,4124,34,8244
2004,4125,57,8265
2004,4126,52,8304
2004,4127,58,8306
2004,4128,49,8359
2004,4129,28,8360
2004,4130,48,8417
2004,4131,36,8440
2004,4132,27,8472
2004,4133,57,8501
2004,4134,31,8513
2004,4135,44,8514
2004,4136,27,8522
2004,4137,50,8537
2004,4138,66,8557
2004,4139,26,8566
2004,4140,66,8574
2004,4141,30,8602
2004,4142,59,8704
2004,4143,53,8752
2004,4144,44,8763
2004,4145,46,8783
2004,4146,30,8789
2004,4147,45,8802
2004,4148,42,8859
2004,4149,54,8864
2004,4150,61,9016
2004,4151,62,9024
2004,4152,39,9136
2004,4153,43,9541
2004,4154,52,9652
2004,4155,70,9969
2004,4156,63,10004
2005,1,29,2816
2005,2,22,2818
2005,3,20,2825
2005,4,26,2836
2005,5,23,2852
2005,6,35,2869
2005,7,31,2872
2005,8,25,2874
2005,9,28,2876
2005,10,31,2891
2005,11,27,2899
2005,12,23,2933
2005,13,26,2961
2005,14,27,2963
2005,15,26,2999
2005,16,30,3028
2005,17,31,3029
2005,18,32,3038
2005,19,23,3085
2005,20,35,3091
2005,21,30,3120
2005,22,26,3175
2005,23,36,3242
2005,24,22,3247
2005,25,32,3249
2005,26,22,3252
2005,27,43,3253
2005,28,33,3255
2005,29,36,3266
2005,30,28,3276
2005,31,28,3289
2005,32,24,3307
2005,33,30,3312
2005,34,26,3318
2005,35,47,3327
2005,36,22,3339
2005,37,37,3344
2005,38,26,3349
2005,39,25,3352
2005,40,34,3357
2005,41,30,3365
2005,42,47,3368
2005,43,40,3369
2005,44,24,3369
2005,45,23,3371
2005,46,30,3373
2005,47,35,3376
2005,48,40,3394
2005,49,19,3403
2005,50,20,3410
2005,51,30,3410
2005,52,35,3412
2005,53,20,3413
2005,54,39,3416
2005,55,25,3425
2005,56,44,3427
2005,57,46,3432
2005,58,47,3443
2005,59,44,3451
2005,60,26,3454
2005,61,40,3458
2005,62,43,3462
2005,63,33,3465
2005,64,32,3469
2005,65,17,3474
2005,66,23,3478
2005,67,24,3505
2005,68,31,3522
2005,69,38,3523
2005,70,44,3527
2005,71,27,3538
2005,72,19,3540
2005,73,44,3545
2005,74,28,3546
2005,75,36,3550
2005,76,43,3552
2005,77,27,3555
2005,78,25,3557
2005,79,28,3558
2005,80,46,3560
2005,81,33,3564
2005,82,42,3565
2005,83,27,3565
2005,84,33,3566
2005,85,23,3568
2005,86,22,3570
2005,87,41,3572
2005,88,32,3573
2005,89,24,3578
2005,90,38,3586
2005,91,20,3588
2005,92,32,3592
2005,93,25,3595
2005,94,33,3595
2005,95,36,3597
2005,96,39,3597
2005,97,32,3598
2005,98,28,3598
2005,99,21,3600
2005,100,22,3614
2005,101,36,3618
2005,102,29,3619
2005,103,39,3623
2005,104,36,3625
2005,105,32,3626
2005,106,43,3629
2005,107,43,3629
2005,108,38,3634
2005,109,56,3636
2005,110,29,3639
2005,111,50,3640
2005,112,31,3640
2005,113,27,3644
2005,114,20,3647
2005,115,39,3647
2005,116,44,3647
2005,117,42,3648
2005,118,44,3649
2005,119,28,3653
2005,120,32,3662
2005,121,50,3665
2005,122,47,3665
2005,123,37,3668
2005,124,36,3670
2005,125,27,3675
2005,126,28,3676
2005,127,40,3677
2005,128,41,3680
2005,129,52,3682
2005,130,26,3684
2005,131,46,3685
2005,132,24,3687
2005,133,29,3689
2005,134,27,3689
2005,135,43,3691
2005,136,30,3693
2005,137,43,3694
2005,138,38,3696
2005,139,23,3698
2005,140,32,3699
2005,141,31,3700
2005,142,34,3705
2005,143,52,3710
2005,144,30,3713
2005,145,24,3718
2005,146,27,3725
2005,147,31,3730
2005,148,35,3733
2005,149,41,3736
2005,150,40,3742
2005,151,40,3745
2005,152,35,3752
2005,153,36,3752
2005,154,37,3755
2005,155,34,3758
2005,156,39,3759
2005,157,29,3760
2005,158,25,3764
2005,159,36,3765
2005,160,38,3766
2005,161,27,3767
2005,162,44,3770
2005,163,34,3774
2005,164,28,3777
2005,165,32,3778
2005,166,41,3779
2005,167,36,3781
2005,168,20,3782
2005,169,31,3783
2005,170,24,3784
2005,171,47,3784
2005,172,33,3787
2005,173,48,3789
2005,174,37,3791
2005,175,34,3792
2005,176,34,3792
2005,177,44,3793
2005,178,44,3796
2005,179,27,3796
2005,180,31,3797
2005,181,35,3798
2005,182,26,3803
2005,183,28,3805
2005,184,34,3815
2005,185,44,3815
2005,186,39,3815
2005,187,29,3817
2005,188,37,3817
2005,189,29,3818
2005,190,51,3818
2005,191,32,3821
2005,192,39,3822
2005,193,34,3822
2005,194,23,3825
2005,195,45,3826
2005,196,24,3829
2005,197,47,3829
2005,198,35,3834
2005,199,37,3837
2005,200,28,3842
2005,201,44,3843
2005,202,52,3846
2005,203,26,3848
2005,204,41,3849
2005,205,31,3851
2005,206,41,3853
2005,207,39,3854
2005,208,35,3856
2005,209,32,3858
2005,210,34,3859
2005,211,39,3861
2005,212,32,3862
2005,213,43,3863
2005,214,60,3863
2005,215,29,3868
2005,216,26,3868
2005,217,50,3870
2005,218,41,3873
2005,219,32,3874
2005,220,21,3876
2005,221,55,3876
2005,222,24,3880
2005,223,60,3888
2005,224,42,3894
2005,225,48,3896
2005,226,47,3898
2005,227,30,3899
2005,228,50,3900
2005,229,36,3901
2005,230,25,3902
2005,231,36,3904
2005,232,22,3908
2005,233,54,3909
2005,234,29,3910
2005,235,37,3915
2005,236,38,3916
2005,237,34,3917
2005,238,29,3917
2005,239,19,3917
2005,240,19,3917
2005,241,32,3917
2005,242,36,3919
2005,243,37,3923
2005,244,22,3923
2005,245,40,3923
2005,246,54,3926
2005,247,47,3927
2005,248,39,3931
2005,249,34,3933
2005,250,25,3935
2005,251,46,3942
2005,252,27,3945
2005,253,39,3952
2005,254,39,3952
2005,255,55,3953
2005,256,45,3967
2005,257,35,3968
2005,258,33,3969
2005,259,28,3969
2005,260,44,3970
2005,261,24,3970
2005,262,39,3970
2005,263,19,3970
2005,264,34,3971
2005,265,55,3971
2005,266,45,3972
2005,267,NA,3972
2005,268,41,3972
2005,269,36,3972
2005,270,45,3973
2005,271,35,3974
2005,272,32,3975
2005,273,43,3976
2005,274,42,3977
2005,275,44,3978
2005,276,36,3978
2005,277,20,3980
2005,278,56,3980
2005,279,24,3982
2005,280,26,3983
2005,281,27,3983
2005,282,53,3986
2005,283,52,3994
2005,284,46,3999
2005,285,41,4001
2005,286,39,4003
2005,287,30,4005
2005,288,44,4009
2005,289,28,4010
2005,290,27,4010
2005,291,53,4011
2005,292,32,4015
2005,293,25,4016
2005,294,30,4017
2005,295,23,4017
2005,296,42,4020
2005,297,45,4023
2005,298,36,4025
2005,299,38,4025
2005,300,30,4025
2005,301,33,4028
2005,302,58,4029
2005,303,51,4036
2005,304,44,4039
2005,305,49,4039
2005,306,45,4040
2005,307,40,4042
2005,308,36,4046
2005,309,36,4049
2005,310,45,4050
2005,311,49,4053
2005,312,45,4054
2005,313,34,4056
2005,314,37,4056
2005,315,33,4057
2005,316,33,4058
2005,317,40,4061
2005,318,43,4062
2005,319,29,4062
2005,320,37,4062
2005,321,39,4063
2005,322,33,4063
2005,323,37,4064
2005,324,37,4066
2005,325,39,4066
2005,326,36,4068
2005,327,23,4072
2005,328,35,4075
2005,329,31,4076
2005,330,34,4077
2005,331,60,4078
2005,332,53,4079
2005,333,39,4080
2005,334,35,4082
2005,335,30,4084
2005,336,31,4087
2005,337,46,4088
2005,338,46,4088
2005,339,41,4089
2005,340,28,4089
2005,341,35,4089
2005,342,27,4090
2005,343,36,4092
2005,344,46,4096
2005,345,40,4097
2005,346,15,4098
2005,347,46,4098
2005,348,42,4099
2005,349,33,4099
2005,350,49,4099
2005,351,30,4100
2005,352,21,4100
2005,353,46,4102
2005,354,24,4102
2005,355,38,4103
2005,356,36,4104
2005,357,37,4104
2005,358,29,4105
2005,359,20,4105
2005,360,46,4106
2005,361,18,4107
2005,362,33,4107
2005,363,51,4109
2005,364,34,4110
2005,365,47,4113
2005,366,38,4114
2005,367,42,4115
2005,368,46,4115
2005,369,39,4117
2005,370,51,4120
2005,371,48,4120
2005,372,38,4126
2005,373,32,4126
2005,374,36,4128
2005,375,41,4130
2005,376,51,4131
2005,377,43,4132
2005,378,30,4133
2005,379,48,4135
2005,380,50,4137
2005,381,49,4137
2005,382,36,4139
2005,383,47,4140
2005,384,24,4141
2005,385,44,4142
2005,386,33,4143
2005,387,41,4143
2005,388,30,4144
2005,389,39,4144
2005,390,25,4146
2005,391,30,4146
2005,392,33,4147
2005,393,33,4147
2005,394,27,4149
2005,395,34,4150
2005,396,44,4151
2005,397,19,4151
2005,398,38,4152
2005,399,28,4152
2005,400,32,4156
2005,401,48,4157
2005,402,34,4157
2005,403,42,4158
2005,404,46,4159
2005,405,46,4159
2005,406,51,4160
2005,407,48,4161
2005,408,43,4161
2005,409,56,4161
2005,410,46,4162
2005,411,38,4163
2005,412,30,4163
2005,413,29,4164
2005,414,48,4164
2005,415,39,4164
2005,416,18,4165
2005,417,27,4166
2005,418,41,4167
2005,419,25,4168
2005,420,59,4169
2005,421,50,4172
2005,422,34,4172
2005,423,48,4173
2005,424,31,4173
2005,425,23,4173
2005,426,53,4173
2005,427,45,4174
2005,428,45,4178
2005,429,42,4178
2005,430,40,4180
2005,431,39,4183
2005,432,37,4184
2005,433,30,4189
2005,434,52,4196
2005,435,42,4196
2005,436,39,4200
2005,437,45,4200
2005,438,55,4202
2005,439,44,4203
2005,440,24,4206
2005,441,45,4207
2005,442,36,4207
2005,443,48,4208
2005,444,38,4209
2005,445,32,4211
2005,446,41,4213
2005,447,64,4219
2005,448,33,4219
2005,449,33,4219
2005,450,37,4219
2005,451,20,4223
2005,452,33,4225
2005,453,34,4226
2005,454,25,4229
2005,455,44,4229
2005,456,14,4229
2005,457,55,4230
2005,458,56,4230
2005,459,26,4230
2005,460,25,4233
2005,461,43,4233
2005,462,38,4236
2005,463,48,4237
2005,464,46,4237
2005,465,29,4237
2005,466,27,4238
2005,467,30,4238
2005,468,36,4239
2005,469,34,4241
2005,470,50,4241
2005,471,37,4242
2005,472,43,4243
2005,473,29,4244
2005,474,40,4247
2005,475,35,4248
2005,476,29,4248
2005,477,19,4249
2005,478,46,4250
2005,479,32,4250
2005,480,27,4251
2005,481,35,4252
2005,482,35,4252
2005,483,42,4254
2005,484,42,4257
2005,485,45,4258
2005,486,26,4260
2005,487,42,4261
2005,488,35,4263
2005,489,34,4264
2005,490,45,4265
2005,491,31,4266
2005,492,34,4269
2005,493,34,4271
2005,494,40,4273
2005,495,31,4274
2005,496,34,4274
2005,497,41,4275
2005,498,27,4276
2005,499,22,4276
2005,500,61,4277
2005,501,30,4277
2005,502,57,4279
2005,503,35,4281
2005,504,30,4281
2005,505,44,4282
2005,506,41,4283
2005,507,32,4284
2005,508,27,4287
2005,509,23,4290
2005,510,55,4294
2005,511,31,4294
2005,512,37,4294
2005,513,22,4295
2005,514,55,4296
2005,515,47,4297
2005,516,40,4298
2005,517,46,4299
2005,518,39,4300
2005,519,19,4300
2005,520,40,4301
2005,521,45,4301
2005,522,36,4301
2005,523,45,4302
2005,524,45,4303
2005,525,42,4303
2005,526,32,4303
2005,527,49,4303
2005,528,33,4304
2005,529,45,4305
2005,530,27,4306
2005,531,21,4306
2005,532,45,4309
2005,533,35,4309
2005,534,37,4310
2005,535,21,4310
2005,536,30,4310
2005,537,25,4311
2005,538,62,4311
2005,539,48,4313
2005,540,43,4314
2005,541,27,4316
2005,542,NA,4316
2005,543,40,4317
2005,544,41,4317
2005,545,26,4318
2005,546,47,4320
2005,547,22,4321
2005,548,28,4321
2005,549,36,4322
2005,550,54,4322
2005,551,54,4323
2005,552,33,4323
2005,553,43,4324
2005,554,31,4327
2005,555,42,4329
2005,556,53,4330
2005,557,34,4332
2005,558,39,4332
2005,559,57,4332
2005,560,41,4332
2005,561,46,4333
2005,562,25,4333
2005,563,55,4334
2005,564,26,4334
2005,565,54,4336
2005,566,47,4338
2005,567,33,4338
2005,568,34,4339
2005,569,45,4339
2005,570,36,4341
2005,571,30,4345
2005,572,29,4349
2005,573,25,4350
2005,574,54,4352
2005,575,36,4352
2005,576,42,4352
2005,577,30,4353
2005,578,41,4354
2005,579,43,4354
2005,580,36,4356
2005,581,63,4357
2005,582,30,4358
2005,583,44,4358
2005,584,42,4360
2005,585,30,4361
2005,586,48,4361
2005,587,35,4361
2005,588,50,4362
2005,589,41,4362
2005,590,30,4362
2005,591,55,4364
2005,592,38,4365
2005,593,33,4365
2005,594,56,4366
2005,595,47,4367
2005,596,56,4367
2005,597,48,4368
2005,598,24,4368
2005,599,36,4368
2005,600,56,4369
2005,601,31,4369
2005,602,30,4369
2005,603,35,4370
2005,604,53,4371
2005,605,35,4374
2005,606,48,4374
2005,607,33,4375
2005,608,35,4375
2005,609,37,4375
2005,610,51,4376
2005,611,33,4378
2005,612,48,4379
2005,613,47,4381
2005,614,35,4382
2005,615,65,4384
2005,616,30,4385
2005,617,32,4386
2005,618,42,4387
2005,619,39,4389
2005,620,36,4390
2005,621,23,4391
2005,622,42,4392
2005,623,32,4393
2005,624,30,4393
2005,625,49,4393
2005,626,49,4393
2005,627,53,4397
2005,628,37,4397
2005,629,33,4398
2005,630,41,4398
2005,631,34,4398
2005,632,58,4398
2005,633,35,4399
2005,634,32,4399
2005,635,50,4399
2005,636,49,4401
2005,637,42,4401
2005,638,29,4401
2005,639,46,4402
2005,640,38,4404
2005,641,46,4404
2005,642,21,4405
2005,643,48,4405
2005,644,41,4406
2005,645,44,4406
2005,646,40,4407
2005,647,59,4409
2005,648,34,4409
2005,649,43,4409
2005,650,27,4411
2005,651,52,4412
2005,652,30,4413
2005,653,40,4413
2005,654,38,4414
2005,655,51,4414
2005,656,25,4416
2005,657,39,4416
2005,658,24,4417
2005,659,48,4420
2005,660,33,4420
2005,661,45,4421
2005,662,25,4422
2005,663,34,4424
2005,664,26,4424
2005,665,44,4426
2005,666,27,4429
2005,667,37,4430
2005,668,44,4431
2005,669,43,4432
2005,670,63,4432
2005,671,52,4434
2005,672,34,4435
2005,673,34,4435
2005,674,40,4436
2005,675,26,4437
2005,676,48,4438
2005,677,25,4439
2005,678,42,4440
2005,679,34,4440
2005,680,52,4442
2005,681,27,4442
2005,682,22,4442
2005,683,26,4443
2005,684,49,4443
2005,685,35,4445
2005,686,38,4448
2005,687,31,4448
2005,688,29,4449
2005,689,28,4449
2005,690,28,4449
2005,691,42,4452
2005,692,50,4452
2005,693,52,4455
2005,694,44,4456
2005,695,44,4457
2005,696,44,4457
2005,697,33,4458
2005,698,51,4459
2005,699,43,4460
2005,700,24,4461
2005,701,43,4462
2005,702,23,4463
2005,703,50,4464
2005,704,35,4466
2005,705,49,4467
2005,706,44,4469
2005,707,39,4470
2005,708,27,4473
2005,709,27,4473
2005,710,36,4473
2005,711,47,4476
2005,712,30,4477
2005,713,50,4479
2005,714,22,4482
2005,715,35,4482
2005,716,46,4484
2005,717,31,4485
2005,718,46,4485
2005,719,39,4486
2005,720,42,4487
2005,721,45,4487
2005,722,31,4487
2005,723,31,4488
2005,724,60,4489
2005,725,27,4489
2005,726,29,4490
2005,727,60,4491
2005,728,29,4491
2005,729,40,4491
2005,730,46,4492
2005,731,52,4494
2005,732,32,4494
2005,733,18,4497
2005,734,25,4497
2005,735,36,4498
2005,736,24,4499
2005,737,48,4499
2005,738,46,4499
2005,739,27,4499
2005,740,54,4500
2005,741,45,4502
2005,742,44,4503
2005,743,32,4504
2005,744,32,4507
2005,745,44,4507
2005,746,32,4509
2005,747,57,4509
2005,748,37,4509
2005,749,29,4512
2005,750,27,4512
2005,751,30,4512
2005,752,56,4513
2005,753,47,4514
2005,754,36,4515
2005,755,27,4515
2005,756,61,4515
2005,757,13,4515
2005,758,29,4516
2005,759,45,4517
2005,760,37,4518
2005,761,28,4518
2005,762,25,4518
2005,763,29,4519
2005,764,45,4521
2005,765,34,4524
2005,766,24,4524
2005,767,30,4524
2005,768,22,4525
2005,769,29,4525
2005,770,39,4526
2005,771,48,4526
2005,772,30,4528
2005,773,32,4530
2005,774,27,4531
2005,775,31,4532
2005,776,38,4533
2005,777,35,4533
2005,778,23,4533
2005,779,53,4533
2005,780,30,4534
2005,781,49,4534
2005,782,49,4538
2005,783,54,4539
2005,784,44,4539
2005,785,53,4540
2005,786,55,4541
2005,787,58,4541
2005,788,33,4541
2005,789,35,4541
2005,790,30,4542
2005,791,27,4543
2005,792,38,4544
2005,793,48,4546
2005,794,45,4548
2005,795,49,4548
2005,796,47,4548
2005,797,39,4549
2005,798,45,4551
2005,799,32,4554
2005,800,41,4556
2005,801,42,4556
2005,802,56,4557
2005,803,49,4558
2005,804,24,4561
2005,805,41,4563
2005,806,52,4563
2005,807,42,4563
2005,808,38,4565
2005,809,37,4565
2005,810,43,4565
2005,811,29,4566
2005,812,29,4567
2005,813,53,4568
2005,814,45,4569
2005,815,53,4571
2005,816,38,4572
2005,817,52,4572
2005,818,41,4573
2005,819,36,4574
2005,820,41,4579
2005,821,42,4580
2005,822,48,4581
2005,823,36,4582
2005,824,56,4583
2005,825,24,4585
2005,826,46,4585
2005,827,42,4588
2005,828,30,4589
2005,829,36,4591
2005,830,40,4592
2005,831,45,4593
2005,832,38,4593
2005,833,49,4594
2005,834,35,4594
2005,835,38,4594
2005,836,25,4597
2005,837,52,4597
2005,838,32,4597
2005,839,27,4597
2005,840,36,4598
2005,841,39,4598
2005,842,47,4598
2005,843,42,4600
2005,844,40,4600
2005,845,27,4600
2005,846,57,4601
2005,847,46,4602
2005,848,31,4603
2005,849,34,4603
2005,850,36,4603
2005,851,41,4605
2005,852,47,4606
2005,853,16,4608
2005,854,54,4609
2005,855,37,4609
2005,856,31,4609
2005,857,27,4609
2005,858,24,4610
2005,859,31,4610
2005,860,34,4610
2005,861,49,4610
2005,862,30,4611
2005,863,60,4612
2005,864,43,4612
2005,865,49,4612
2005,866,33,4612
2005,867,24,4613
2005,868,56,4613
2005,869,30,4613
2005,870,35,4614
2005,871,59,4615
2005,872,38,4615
2005,873,38,4615
2005,874,39,4616
2005,875,25,4617
2005,876,31,4618
2005,877,33,4618
2005,878,28,4619
2005,879,29,4619
2005,880,64,4619
2005,881,24,4620
2005,882,48,4620
2005,883,51,4621
2005,884,55,4622
2005,885,42,4623
2005,886,40,4624
2005,887,41,4624
2005,888,43,4625
2005,889,28,4626
2005,890,41,4627
2005,891,48,4629
2005,892,30,4629
2005,893,34,4631
2005,894,23,4631
2005,895,35,4632
2005,896,32,4632
2005,897,42,4632
2005,898,29,4633
2005,899,31,4633
2005,900,52,4633
2005,901,26,4634
2005,902,33,4634
2005,903,25,4636
2005,904,34,4636
2005,905,44,4637
2005,906,59,4638
2005,907,37,4638
2005,908,45,4638
2005,909,28,4641
2005,910,31,4641
2005,911,26,4643
2005,912,21,4645
2005,913,36,4646
2005,914,55,4647
2005,915,47,4647
2005,916,41,4648
2005,917,37,4649
2005,918,61,4650
2005,919,34,4650
2005,920,44,4650
2005,921,50,4651
2005,922,60,4652
2005,923,28,4653
2005,924,44,4653
2005,925,NA,4653
2005,926,44,4654
2005,927,35,4655
2005,928,47,4656
2005,929,50,4656
2005,930,33,4656
2005,931,41,4658
2005,932,39,4659
2005,933,40,4659
2005,934,33,4660
2005,935,31,4660
2005,936,33,4661
2005,937,28,4663
2005,938,45,4664
2005,939,27,4665
2005,940,35,4666
2005,941,32,4667
2005,942,29,4667
2005,943,25,4667
2005,944,26,4668
2005,945,49,4668
2005,946,39,4669
2005,947,29,4670
2005,948,28,4670
2005,949,25,4671
2005,950,40,4671
2005,951,25,4671
2005,952,42,4672
2005,953,32,4673
2005,954,24,4673
2005,955,33,4674
2005,956,26,4675
2005,957,44,4676
2005,958,33,4678
2005,959,41,4679
2005,960,51,4679
2005,961,24,4680
2005,962,35,4681
2005,963,38,4681
2005,964,27,4681
2005,965,21,4684
2005,966,24,4686
2005,967,37,4688
2005,968,41,4690
2005,969,44,4691
2005,970,37,4691
2005,971,40,4692
2005,972,28,4693
2005,973,35,4694
2005,974,43,4695
2005,975,34,4695
2005,976,46,4695
2005,977,55,4696
2005,978,28,4696
2005,979,58,4696
2005,980,32,4699
2005,981,41,4699
2005,982,30,4699
2005,983,28,4700
2005,984,44,4701
2005,985,43,4701
2005,986,34,4702
2005,987,39,4703
2005,988,41,4703
2005,989,48,4703
2005,990,44,4704
2005,991,54,4705
2005,992,23,4705
2005,993,51,4707
2005,994,25,4708
2005,995,25,4708
2005,996,51,4709
2005,997,29,4710
2005,998,63,4710
2005,999,29,4710
2005,1000,41,4710
2005,1001,39,4711
2005,1002,35,4711
2005,1003,35,4711
2005,1004,44,4712
2005,1005,62,4713
2005,1006,38,4714
2005,1007,39,4714
2005,1008,20,4714
2005,1009,41,4715
2005,1010,47,4715
2005,1011,42,4716
2005,1012,30,4716
2005,1013,41,4716
2005,1014,37,4716
2005,1015,41,4717
2005,1016,38,4717
2005,1017,33,4719
2005,1018,37,4719
2005,1019,32,4720
2005,1020,45,4720
2005,1021,43,4720
2005,1022,28,4721
2005,1023,57,4721
2005,1024,25,4722
2005,1025,38,4723
2005,1026,40,4723
2005,1027,24,4724
2005,1028,40,4724
2005,1029,47,4726
2005,1030,19,4726
2005,1031,41,4727
2005,1032,43,4727
2005,1033,30,4727
2005,1034,26,4728
2005,1035,30,4729
2005,1036,46,4730
2005,1037,40,4730
2005,1038,46,4731
2005,1039,50,4731
2005,1040,38,4732
2005,1041,59,4732
2005,1042,50,4734
2005,1043,44,4736
2005,1044,39,4736
2005,1045,52,4737
2005,1046,71,4740
2005,1047,41,4741
2005,1048,43,4742
2005,1049,38,4742
2005,1050,37,4744
2005,1051,57,4744
2005,1052,40,4744
2005,1053,37,4744
2005,1054,47,4745
2005,1055,32,4746
2005,1056,24,4746
2005,1057,48,4747
2005,1058,46,4747
2005,1059,66,4748
2005,1060,36,4749
2005,1061,35,4749
2005,1062,27,4749
2005,1063,44,4750
2005,1064,29,4753
2005,1065,43,4754
2005,1066,25,4754
2005,1067,46,4755
2005,1068,44,4755
2005,1069,23,4757
2005,1070,41,4757
2005,1071,52,4757
2005,1072,20,4758
2005,1073,40,4758
2005,1074,57,4759
2005,1075,67,4759
2005,1076,25,4759
2005,1077,36,4760
2005,1078,50,4762
2005,1079,50,4762
2005,1080,27,4763
2005,1081,38,4763
2005,1082,53,4765
2005,1083,17,4766
2005,1084,25,4766
2005,1085,26,4767
2005,1086,42,4769
2005,1087,29,4769
2005,1088,34,4770
2005,1089,45,4770
2005,1090,49,4771
2005,1091,42,4772
2005,1092,31,4772
2005,1093,27,4773
2005,1094,24,4773
2005,1095,34,4774
2005,1096,38,4775
2005,1097,22,4775
2005,1098,56,4776
2005,1099,71,4776
2005,1100,58,4777
2005,1101,39,4778
2005,1102,40,4780
2005,1103,31,4781
2005,1104,27,4782
2005,1105,37,4782
2005,1106,44,4784
2005,1107,45,4784
2005,1108,32,4785
2005,1109,28,4785
2005,1110,52,4786
2005,1111,33,4787
2005,1112,46,4789
2005,1113,46,4789
2005,1114,23,4790
2005,1115,33,4791
2005,1116,41,4791
2005,1117,44,4793
2005,1118,42,4793
2005,1119,38,4794
2005,1120,52,4794
2005,1121,30,4795
2005,1122,20,4796
2005,1123,37,4797
2005,1124,27,4797
2005,1125,36,4798
2005,1126,23,4799
2005,1127,29,4799
2005,1128,30,4800
2005,1129,67,4802
2005,1130,36,4804
2005,1131,37,4806
2005,1132,27,4806
2005,1133,41,4807
2005,1134,34,4808
2005,1135,28,4808
2005,1136,41,4808
2005,1137,18,4809
2005,1138,42,4810
2005,1139,25,4812
2005,1140,25,4813
2005,1141,36,4813
2005,1142,53,4813
2005,1143,47,4814
2005,1144,54,4817
2005,1145,49,4817
2005,1146,25,4818
2005,1147,39,4818
2005,1148,22,4819
2005,1149,35,4820
2005,1150,40,4821
2005,1151,32,4824
2005,1152,61,4825
2005,1153,27,4825
2005,1154,50,4826
2005,1155,38,4826
2005,1156,58,4826
2005,1157,32,4827
2005,1158,NA,4828
2005,1159,34,4829
2005,1160,34,4830
2005,1161,31,4830
2005,1162,44,4831
2005,1163,25,4831
2005,1164,44,4831
2005,1165,26,4832
2005,1166,31,4832
2005,1167,44,4833
2005,1168,24,4834
2005,1169,34,4835
2005,1170,24,4836
2005,1171,39,4837
2005,1172,39,4838
2005,1173,27,4838
2005,1174,28,4840
2005,1175,50,4840
2005,1176,34,4841
2005,1177,39,4842
2005,1178,30,4842
2005,1179,25,4843
2005,1180,40,4843
2005,1181,25,4844
2005,1182,29,4844
2005,1183,30,4844
2005,1184,29,4846
2005,1185,42,4847
2005,1186,37,4848
2005,1187,37,4848
2005,1188,37,4849
2005,1189,25,4849
2005,1190,34,4850
2005,1191,51,4850
2005,1192,48,4850
2005,1193,44,4850
2005,1194,34,4851
2005,1195,49,4851
2005,1196,42,4851
2005,1197,52,4851
2005,1198,33,4852
2005,1199,57,4852
2005,1200,67,4852
2005,1201,29,4852
2005,1202,27,4854
2005,1203,37,4854
2005,1204,29,4855
2005,1205,15,4855
2005,1206,56,4856
2005,1207,35,4856
2005,1208,33,4856
2005,1209,43,4857
2005,1210,43,4857
2005,1211,42,4857
2005,1212,27,4857
2005,1213,29,4857
2005,1214,22,4857
2005,1215,38,4858
2005,1216,52,4858
2005,1217,46,4859
2005,1218,49,4859
2005,1219,71,4861
2005,1220,31,4862
2005,1221,43,4863
2005,1222,32,4863
2005,1223,70,4864
2005,1224,44,4864
2005,1225,28,4864
2005,1226,31,4864
2005,1227,49,4864
2005,1228,58,4865
2005,1229,37,4865
2005,1230,54,4866
2005,1231,27,4866
2005,1232,44,4866
2005,1233,23,4867
2005,1234,41,4867
2005,1235,27,4868
2005,1236,38,4870
2005,1237,53,4871
2005,1238,36,4872
2005,1239,48,4872
2005,1240,55,4872
2005,1241,69,4872
2005,1242,43,4873
2005,1243,53,4875
2005,1244,50,4876
2005,1245,36,4877
2005,1246,43,4877
2005,1247,21,4878
2005,1248,33,4878
2005,1249,47,4879
2005,1250,28,4879
2005,1251,40,4879
2005,1252,22,4879
2005,1253,50,4880
2005,1254,30,4880
2005,1255,52,4881
2005,1256,27,4881
2005,1257,46,4884
2005,1258,46,4885
2005,1259,24,4885
2005,1260,34,4885
2005,1261,50,4886
2005,1262,45,4886
2005,1263,42,4887
2005,1264,35,4889
2005,1265,42,4890
2005,1266,41,4890
2005,1267,39,4890
2005,1268,23,4892
2005,1269,53,4892
2005,1270,29,4893
2005,1271,35,4893
2005,1272,21,4893
2005,1273,25,4894
2005,1274,33,4894
2005,1275,30,4894
2005,1276,50,4896
2005,1277,45,4896
2005,1278,32,4897
2005,1279,42,4897
2005,1280,39,4897
2005,1281,57,4899
2005,1282,39,4899
2005,1283,27,4900
2005,1284,50,4900
2005,1285,37,4902
2005,1286,39,4902
2005,1287,27,4903
2005,1288,39,4903
2005,1289,34,4904
2005,1290,40,4904
2005,1291,31,4905
2005,1292,43,4905
2005,1293,33,4908
2005,1294,46,4910
2005,1295,34,4910
2005,1296,28,4910
2005,1297,33,4910
2005,1298,59,4910
2005,1299,28,4911
2005,1300,35,4914
2005,1301,47,4915
2005,1302,25,4915
2005,1303,54,4916
2005,1304,24,4916
2005,1305,57,4916
2005,1306,53,4917
2005,1307,51,4918
