chamber,session,roll call,member,vote
House,1,545,L000560,No
House,1,545,L000557,No
House,1,545,L000566,Yes
House,1,545,L000581,No
House,1,545,L000586,No
House,1,545,L000551,No
House,1,545,L000590,No
House,1,545,L000589,Yes
House,1,545,L000593,No
House,1,545,L000592,No
House,1,545,L000287,No
House,1,545,L000582,No
House,1,545,L000563,No
House,1,545,L000565,No
House,1,545,L000397,No
House,1,545,L000576,Yes
House,1,545,L000583,Yes
House,1,545,L000579,No
House,1,545,L000480,No
House,1,545,L000491,Yes
House,1,545,L000569,Yes
House,1,545,L000570,No
House,1,545,L000591,No
House,1,545,L000562,No
House,1,545,M001203,No
House,1,545,M000087,No
House,1,545,M001185,No
House,1,545,M001158,Yes
House,1,545,M001198,Not Voting
House,1,545,M001184,Yes
House,1,545,M001199,Yes
House,1,545,M001163,No
House,1,545,M001209,Yes
House,1,545,M001208,No
House,1,545,M001165,Yes
House,1,545,M001157,Yes
House,1,545,M001177,Yes
House,1,545,M001143,No
House,1,545,M001200,Not Voting
House,1,545,M000312,No
House,1,545,M001156,Yes
House,1,545,M001180,Yes
House,1,545,M001166,No
House,1,545,M001187,Yes
House,1,545,M001137,No
House,1,545,M001188,No
House,1,545,M001204,Yes
House,1,545,M001205,Yes
House,1,545,M001201,Yes
House,1,545,M001194,Yes
House,1,545,M001195,Yes
House,1,545,M001160,No
House,1,545,M001206,No
House,1,545,M001196,No
House,1,545,M001207,No
House,1,545,M001190,Yes
House,1,545,M001202,No
House,1,545,M001210,Yes
House,1,545,N000002,No
House,1,545,N000179,No
House,1,545,N000015,No
House,1,545,N000191,No
House,1,545,N000189,Yes
House,1,545,N000188,No
House,1,545,N000190,Yes
House,1,545,N000181,Yes
House,1,545,O000171,No
House,1,545,O000172,No
House,1,545,O000168,Yes
House,1,545,O000173,No
House,1,545,P000601,Yes
House,1,545,P000034,No
House,1,545,P000609,Yes
House,1,545,P000613,No
House,1,545,P000614,No
House,1,545,P000096,No
House,1,545,P000604,No
House,1,545,P000615,Yes
House,1,545,P000593,No
House,1,545,P000605,Yes
House,1,545,P000608,No
House,1,545,P000258,Yes
House,1,545,P000616,No
House,1,545,P000597,No
House,1,545,P000607,No
House,1,545,P000618,No
House,1,545,P000599,Yes
House,1,545,P000617,No
House,1,545,P000523,No
House,1,545,Q000023,No
House,1,545,R000606,No
House,1,545,R000601,Yes
House,1,545,R000585,Yes
House,1,545,R000610,Yes
House,1,545,R000602,No
House,1,545,R000597,Yes
House,1,545,R000588,No
House,1,545,R000611,Yes
House,1,545,R000591,Yes
House,1,545,M001159,Yes
House,1,545,R000582,Yes
House,1,545,R000575,Yes
House,1,545,R000395,Yes
House,1,545,R000607,Yes
House,1,545,R000613,No
House,1,545,R000612,Yes
House,1,545,R000616,No
House,1,545,R000603,Yes
House,1,545,R000614,Yes
House,1,545,R000486,No
House,1,545,R000599,No
House,1,545,R000576,No
House,1,545,R000515,No
House,1,545,R000609,Yes
House,1,545,R000577,No
House,1,545,S001156,No
House,1,545,S001168,No
House,1,545,S001176,Yes
House,1,545,S001205,No
House,1,545,S001145,No
House,1,545,S001150,No
House,1,545,S001190,No
House,1,545,S001180,No
House,1,545,S001216,No
House,1,545,S001183,Yes
House,1,545,S000185,No
House,1,545,S001189,Yes
House,1,545,S001157,No
House,1,545,S000244,Yes
House,1,545,S000248,No
House,1,545,S001185,No
House,1,545,S001206,No
House,1,545,S000344,No
House,1,545,S001207,Yes
House,1,545,S000364,Yes
House,1,545,S001148,Yes
House,1,545,S001165,No
House,1,545,S001208,Yes
House,1,545,S001195,Yes
House,1,545,S001172,Yes
House,1,545,S000522,Yes
House,1,545,S000510,No
House,1,545,S001199,Yes
House,1,545,S001200,No
House,1,545,S001209,Yes
House,1,545,S001210,Yes
House,1,545,S001175,No
House,1,545,S001211,No
House,1,545,S001212,Yes
House,1,545,S001196,Yes
House,1,545,S001213,Yes
House,1,545,S001214,Yes
House,1,545,S001215,No
House,1,545,S001192,Yes
House,1,545,S001187,Yes
House,1,545,S001201,No
House,1,545,S001193,No
House,1,545,T000472,No
House,1,545,T000479,Yes
House,1,545,T000460,No
House,1,545,T000193,No
House,1,545,T000467,Yes
House,1,545,T000238,Yes
House,1,545,T000480,Yes
House,1,545,T000470,Yes
House,1,545,T000468,No
House,1,545,T000481,No
House,1,545,T000469,No
House,1,545,T000474,No
House,1,545,T000484,No
House,1,545,T000482,No
House,1,545,T000483,No
House,1,545,T000463,Yes
House,1,545,U000040,No
House,1,545,U000031,Yes
House,1,545,V000133,Yes
House,1,545,V000130,No
House,1,545,V000131,No
House,1,545,V000132,No
House,1,545,V000081,No
House,1,545,V000108,No
House,1,545,W000812,Yes
House,1,545,W000798,Yes
House,1,545,W000791,Yes
House,1,545,W000819,Yes
House,1,545,W000813,Yes
House,1,545,W000823,Yes
House,1,545,W000797,No
House,1,545,W000187,No
House,1,545,W000824,Yes
House,1,545,W000822,No
House,1,545,W000814,Yes
House,1,545,W000806,Yes
House,1,545,W000800,No
House,1,545,W000815,Yes
House,1,545,W000821,Yes
House,1,545,W000825,No
House,1,545,W000826,No
House,1,545,W000816,Yes
House,1,545,W000808,No
House,1,545,W000795,Yes
House,1,545,W000804,Yes
House,1,545,W000809,Yes
House,1,545,W000810,Yes
House,1,545,W000827,Not Voting
House,1,545,Y000062,No
House,1,545,Y000065,Yes
House,1,545,Y000033,Yes
House,1,545,Z000017,Yes
House,1,545,P000197,Speaker
House,1,544,A000374,Not Voting
House,1,544,A000370,Yes
House,1,544,A000055,No
House,1,544,A000371,Yes
House,1,544,A000372,No
House,1,544,A000376,Yes
House,1,544,A000367,Yes
House,1,544,A000369,Yes
House,1,544,A000377,Yes
House,1,544,A000375,No
House,1,544,A000378,Yes
House,1,544,B001291,No
House,1,544,B001298,Yes
House,1,544,B001307,Yes
House,1,544,B001306,Yes
House,1,544,B001299,Yes
House,1,544,B001282,Yes
House,1,544,B001300,Yes
House,1,544,B001270,Yes
House,1,544,B001281,Yes
House,1,544,B001287,Yes
House,1,544,B001301,No
House,1,544,B001292,Yes
House,1,544,B001302,No
House,1,544,B001257,No
House,1,544,B000490,Yes
House,1,544,B001311,No
House,1,544,B001250,Yes
House,1,544,B000574,Yes
House,1,544,B001303,Yes
House,1,544,B001278,Yes
House,1,544,B001295,Yes
House,1,544,B001296,Yes
House,1,544,B000755,No
House,1,544,B001308,Yes
House,1,544,B001274,Yes
House,1,544,B001284,No
House,1,544,B001304,Yes
House,1,544,B001285,Yes
House,1,544,B001260,No
House,1,544,B001297,No
House,1,544,B001275,No
House,1,544,B001305,No
House,1,544,B001309,No
House,1,544,B001248,No
House,1,544,B001286,Yes
House,1,544,B001251,Yes
House,1,544,B001289,No
House,1,544,C000059,No
House,1,544,C001112,Yes
House,1,544,C001097,Yes
House,1,544,C001072,Yes
House,1,544,C001103,No
House,1,544,C001051,No
House,1,544,C001090,Yes
House,1,544,C001055,Yes
House,1,544,C001117,Yes
House,1,544,C001066,Yes
House,1,544,C001091,Yes
House,1,544,C000266,No
House,1,544,C001109,No
House,1,544,C001080,Yes
House,1,544,C001084,Yes
House,1,544,C001123,Yes
House,1,544,C001101,Yes
House,1,544,C001067,Yes
House,1,544,C001049,Yes
House,1,544,C001061,Yes
House,1,544,C001118,No
House,1,544,C001115,No
House,1,544,C000537,Not Voting
House,1,544,C001068,Yes
House,1,544,C001053,Yes
House,1,544,C001093,Yes
House,1,544,C001092,Yes
House,1,544,C001108,Yes
House,1,544,C001062,No
House,1,544,C001078,Yes
House,1,544,C001094,No
House,1,544,C000754,Yes
House,1,544,C001110,Yes
House,1,544,C001059,Yes
House,1,544,C001069,Yes
House,1,544,C001124,Yes
House,1,544,C001119,Yes
House,1,544,C001087,Not Voting
House,1,544,C001120,Yes
House,1,544,C001111,Yes
House,1,544,C001121,Yes
House,1,544,C001063,Yes
House,1,544,C000984,Not Voting
House,1,544,C001122,Yes
House,1,544,C001114,Yes
House,1,544,D000629,Yes
House,1,544,D000626,Yes
House,1,544,D000598,Yes
House,1,544,D000096,Yes
House,1,544,D000619,Yes
House,1,544,D000631,Yes
House,1,544,D000191,Yes
House,1,544,D000197,Yes
House,1,544,D000216,Yes
House,1,544,D000617,Yes
House,1,544,D000630,Yes
House,1,544,D000627,Yes
House,1,544,D000623,Yes
House,1,544,D000616,No
House,1,544,D000610,Yes
House,1,544,D000600,No
House,1,544,D000624,Yes
House,1,544,D000399,Yes
House,1,544,D000482,Yes
House,1,544,D000615,No
House,1,544,D000628,No
House,1,544,E000294,Yes
House,1,544,E000179,Yes
House,1,544,E000299,Yes
House,1,544,E000215,Yes
House,1,544,E000297,Yes
House,1,544,E000298,Yes
House,1,544,E000296,Yes
House,1,544,F000465,Yes
House,1,544,F000467,Yes
House,1,544,F000466,Yes
House,1,544,F000459,Yes
House,1,544,F000468,Yes
House,1,544,F000461,Yes
House,1,544,F000449,No
House,1,544,F000454,Yes
House,1,544,F000450,No
House,1,544,F000462,Yes
House,1,544,F000455,Yes
House,1,544,F000469,No
House,1,544,G000571,Yes
House,1,544,G000578,Yes
House,1,544,G000579,No
House,1,544,G000574,Yes
House,1,544,G000559,Yes
House,1,544,G000586,Yes
House,1,544,G000587,Yes
House,1,544,G000584,No
House,1,544,G000563,Yes
House,1,544,G000552,No
House,1,544,G000592,Yes
House,1,544,G000585,Yes
House,1,544,G000588,Yes
House,1,544,G000581,Yes
House,1,544,G000589,Yes
House,1,544,G000565,No
House,1,544,G000583,Yes
House,1,544,G000377,No
House,1,544,G000560,Yes
House,1,544,G000577,No
House,1,544,G000546,No
House,1,544,G000590,Yes
House,1,544,G000553,Yes
House,1,544,G000568,Yes
House,1,544,G000551,Yes
House,1,544,G000576,Yes
House,1,544,G000591,No
House,1,544,G000558,No
House,1,544,H001080,Yes
House,1,544,H001088,Yes
House,1,544,H001090,Yes
House,1,544,H001052,No
House,1,544,H001053,No
House,1,544,H000324,Yes
House,1,544,H001081,Yes
House,1,544,H001064,Yes
House,1,544,H001082,Yes
House,1,544,H001056,Yes
House,1,544,H001071,No
House,1,544,H001077,Not Voting
House,1,544,H001038,Yes
House,1,544,H001072,Yes
House,1,544,H001087,Yes
House,1,544,H001047,Yes
House,1,544,H001065,No
House,1,544,H001074,Yes
House,1,544,H001083,Yes
House,1,544,H001066,Yes
House,1,544,H001085,Yes
House,1,544,H000874,Yes
House,1,544,H001067,No
House,1,544,H001068,Yes
House,1,544,H001058,No
House,1,544,H001048,Yes
House,1,544,H001073,No
House,1,544,J000032,Yes
House,1,544,J000298,Yes
House,1,544,J000294,Yes
House,1,544,J000288,Yes
House,1,544,J000299,No
House,1,544,J000292,Yes
House,1,544,J000301,No
House,1,544,J000126,Yes
House,1,544,J000289,No
House,1,544,J000295,Yes
House,1,544,J000302,No
House,1,544,K000009,Yes
House,1,544,K000386,Yes
House,1,544,K000375,Yes
House,1,544,K000395,Yes
House,1,544,K000385,Yes
House,1,544,K000388,No
House,1,544,K000376,Yes
House,1,544,K000379,Yes
House,1,544,K000389,Yes
House,1,544,K000380,Yes
House,1,544,K000381,Yes
House,1,544,K000394,Yes
House,1,544,K000188,Yes
House,1,544,K000362,No
House,1,544,K000210,Yes
House,1,544,K000378,Yes
House,1,544,K000368,Yes
House,1,544,K000391,Yes
House,1,544,K000382,Yes
House,1,544,K000392,No
House,1,544,L000585,No
House,1,544,L000578,No
House,1,544,L000588,Yes
House,1,544,L000564,No
House,1,544,L000559,Yes
House,1,544,L000560,Yes
House,1,544,L000557,Yes
House,1,544,L000566,No
House,1,544,L000581,Yes
House,1,544,L000586,Yes
House,1,544,L000551,Yes
House,1,544,L000590,Yes
House,1,544,L000589,No
House,1,544,L000593,Yes
House,1,544,L000592,Yes
House,1,544,L000287,Yes
House,1,544,L000582,Yes
House,1,544,L000563,Yes
House,1,544,L000565,Yes
House,1,544,L000397,Yes
House,1,544,L000576,Yes
House,1,544,L000583,Yes
House,1,544,L000579,Yes
House,1,544,L000480,Yes
House,1,544,L000491,No
House,1,544,L000569,Yes
House,1,544,L000570,Yes
House,1,544,L000591,Yes
House,1,544,L000562,Yes
House,1,544,M001203,Yes
House,1,544,M000087,Yes
House,1,544,M001185,Yes
House,1,544,M001158,No
House,1,544,M001198,Not Voting
House,1,544,M001184,Yes
House,1,544,M001199,Yes
House,1,544,M001163,Yes
House,1,544,M001209,Yes
House,1,544,M001208,Yes
House,1,544,M001165,Yes
House,1,544,M001157,No
House,1,544,M001177,Yes
House,1,544,M001143,Yes
House,1,544,M001200,Not Voting
House,1,544,M000312,Yes
House,1,544,M001156,No
House,1,544,M001180,Yes
House,1,544,M001166,Yes
House,1,544,M001187,No
House,1,544,M001137,Yes
House,1,544,M001188,Yes
House,1,544,M001204,Yes
House,1,544,M001205,Yes
House,1,544,M001201,Yes
House,1,544,M001194,No
House,1,544,M001195,Yes
House,1,544,M001160,Yes
House,1,544,M001206,Yes
House,1,544,M001196,Yes
House,1,544,M001207,Yes
House,1,544,M001190,No
House,1,544,M001202,Yes
House,1,544,M001210,No
House,1,544,N000002,Yes
House,1,544,N000179,Yes
House,1,544,N000015,Yes
House,1,544,N000191,Yes
House,1,544,N000189,Yes
House,1,544,N000188,Yes
House,1,544,N000190,Yes
House,1,544,N000181,Yes
House,1,544,O000171,Yes
House,1,544,O000172,Yes
House,1,544,O000168,Yes
House,1,544,O000173,Yes
House,1,544,P000601,No
House,1,544,P000034,Yes
House,1,544,P000609,No
House,1,544,P000613,Yes
House,1,544,P000614,Yes
House,1,544,P000096,Yes
House,1,544,P000604,Yes
House,1,544,P000615,No
House,1,544,P000593,Yes
House,1,544,P000605,Yes
House,1,544,P000608,Yes
House,1,544,P000258,Yes
House,1,544,P000616,Yes
House,1,544,P000597,Yes
House,1,544,P000607,Yes
House,1,544,P000618,Yes
House,1,544,P000599,No
House,1,544,P000617,Yes
House,1,544,P000523,Yes
House,1,544,Q000023,Yes
House,1,544,R000606,Yes
House,1,544,R000601,No
House,1,544,R000585,Yes
House,1,544,R000610,Yes
House,1,544,R000602,Yes
House,1,544,R000597,Yes
House,1,544,R000588,Yes
House,1,544,R000611,Yes
House,1,544,R000591,No
House,1,544,M001159,Yes
House,1,544,R000582,Yes
House,1,544,R000575,Yes
House,1,544,R000395,No
House,1,544,R000607,Yes
House,1,544,R000613,Yes
House,1,544,R000612,No
House,1,544,R000616,Yes
House,1,544,R000603,No
House,1,544,R000614,No
House,1,544,R000486,Yes
House,1,544,R000599,Yes
House,1,544,R000576,Yes
House,1,544,R000515,Yes
House,1,544,R000609,No
House,1,544,R000577,Yes
House,1,544,S001156,Yes
House,1,544,S001168,Yes
House,1,544,S001176,No
House,1,544,S001205,Yes
House,1,544,S001145,Yes
House,1,544,S001150,Yes
House,1,544,S001190,Yes
House,1,544,S001180,Yes
House,1,544,S001216,Yes
House,1,544,S001183,Yes
House,1,544,S000185,Yes
House,1,544,S001189,No
House,1,544,S001157,Yes
House,1,544,S000244,No
House,1,544,S000248,Yes
House,1,544,S001185,No
House,1,544,S001206,Yes
House,1,544,S000344,Yes
House,1,544,S001207,Yes
House,1,544,S000364,No
House,1,544,S001148,Yes
House,1,544,S001165,Yes
House,1,544,S001208,Yes
House,1,544,S001195,No
House,1,544,S001172,No
House,1,544,S000522,No
House,1,544,S000510,Yes
House,1,544,S001199,Yes
House,1,544,S001200,Yes
House,1,544,S001209,Yes
House,1,544,S001210,Yes
House,1,544,S001175,Yes
House,1,544,S001211,Yes
House,1,544,S001212,Yes
House,1,544,S001196,Yes
House,1,544,S001213,Yes
House,1,544,S001214,Yes
House,1,544,S001215,Yes
House,1,544,S001192,No
House,1,544,S001187,Yes
House,1,544,S001201,Yes
House,1,544,S001193,Yes
House,1,544,T000472,Yes
House,1,544,T000479,Yes
House,1,544,T000460,Yes
House,1,544,T000193,Yes
House,1,544,T000467,Yes
House,1,544,T000238,No
House,1,544,T000480,Yes
House,1,544,T000470,Yes
House,1,544,T000468,Yes
House,1,544,T000481,Yes
House,1,544,T000469,Yes
House,1,544,T000474,Not Voting
House,1,544,T000484,Yes
House,1,544,T000482,Yes
House,1,544,T000483,Yes
House,1,544,T000463,No
House,1,544,U000040,Yes
House,1,544,U000031,Yes
House,1,544,V000133,Yes
House,1,544,V000130,Yes
House,1,544,V000131,Yes
House,1,544,V000132,Yes
House,1,544,V000081,Yes
House,1,544,V000108,Yes
House,1,544,W000812,No
House,1,544,W000798,No
House,1,544,W000791,Yes
House,1,544,W000819,No
House,1,544,W000813,No
House,1,544,W000823,Yes
House,1,544,W000797,Yes
House,1,544,W000187,Yes
House,1,544,W000824,Yes
House,1,544,W000822,Yes
House,1,544,W000814,No
House,1,544,W000806,No
House,1,544,W000800,Yes
House,1,544,W000815,No
House,1,544,W000821,No
House,1,544,W000825,Yes
House,1,544,W000826,Yes
House,1,544,W000816,No
House,1,544,W000808,Yes
House,1,544,W000795,No
House,1,544,W000804,No
House,1,544,W000809,Yes
House,1,544,W000810,No
House,1,544,W000827,Not Voting
House,1,544,Y000062,Yes
House,1,544,Y000065,Yes
House,1,544,Y000033,Yes
House,1,544,Z000017,Yes
House,1,544,P000197,Speaker
House,1,543,A000374,Not Voting
House,1,543,A000370,Yes
House,1,543,A000055,No
House,1,543,A000371,Yes
House,1,543,A000372,No
House,1,543,A000376,Yes
House,1,543,A000367,No
House,1,543,A000369,No
House,1,543,A000377,No
House,1,543,A000375,No
House,1,543,A000378,Yes
House,1,543,B001291,No
House,1,543,B001298,No
House,1,543,B001307,No
House,1,543,B001306,No
House,1,543,B001299,No
House,1,543,B001282,No
House,1,543,B001300,Yes
House,1,543,B001270,Yes
House,1,543,B001281,Yes
House,1,543,B001287,Yes
House,1,543,B001301,No
House,1,543,B001292,Yes
House,1,543,B001302,No
House,1,543,B001257,No
House,1,543,B000490,Yes
House,1,543,B001311,No
House,1,543,B001250,No
House,1,543,B000574,Yes
House,1,543,B001303,Yes
House,1,543,B001278,Yes
House,1,543,B001295,No
House,1,543,B001296,Yes
House,1,543,B000755,No
House,1,543,B001308,Yes
House,1,543,B001274,No
House,1,543,B001284,No
House,1,543,B001304,Yes
House,1,543,B001285,Yes
House,1,543,B001260,No
House,1,543,B001297,No
House,1,543,B001275,No
House,1,543,B001305,No
House,1,543,B001309,No
House,1,543,B001248,No
House,1,543,B001286,Yes
House,1,543,B001251,Yes
House,1,543,B001289,No
House,1,543,C000059,No
House,1,543,C001112,Yes
House,1,543,C001097,Yes
House,1,543,C001072,Yes
House,1,543,C001103,No
House,1,543,C001051,No
House,1,543,C001090,Yes
House,1,543,C001055,Yes
House,1,543,C001117,Yes
House,1,543,C001066,Yes
House,1,543,C001091,Yes
House,1,543,C000266,No
House,1,543,C001109,No
House,1,543,C001080,Yes
House,1,543,C001084,Yes
House,1,543,C001123,Yes
House,1,543,C001101,Yes
House,1,543,C001067,Yes
House,1,543,C001049,Yes
House,1,543,C001061,Yes
House,1,543,C001118,No
House,1,543,C001115,No
House,1,543,C000537,Not Voting
House,1,543,C001068,Yes
House,1,543,C001053,No
House,1,543,C001093,No
House,1,543,C001092,No
House,1,543,C001108,No
House,1,543,C001062,No
House,1,543,C001078,Yes
House,1,543,C001094,No
House,1,543,C000754,Yes
House,1,543,C001110,Yes
House,1,543,C001059,Yes
House,1,543,C001069,Yes
House,1,543,C001124,Yes
House,1,543,C001119,Yes
House,1,543,C001087,Not Voting
House,1,543,C001120,No
House,1,543,C001111,Yes
House,1,543,C001121,Yes
House,1,543,C001063,Yes
House,1,543,C000984,Not Voting
House,1,543,C001122,Yes
House,1,543,C001114,No
House,1,543,D000629,Yes
House,1,543,D000626,No
House,1,543,D000598,Yes
House,1,543,D000096,Yes
House,1,543,D000619,No
House,1,543,D000631,Yes
House,1,543,D000191,Yes
House,1,543,D000197,Yes
House,1,543,D000216,Yes
House,1,543,D000617,Yes
House,1,543,D000630,Yes
House,1,543,D000627,Yes
House,1,543,D000623,Yes
House,1,543,D000616,No
House,1,543,D000610,Yes
House,1,543,D000600,No
House,1,543,D000624,Yes
House,1,543,D000399,Yes
House,1,543,D000482,Yes
House,1,543,D000615,No
House,1,543,D000628,No
House,1,543,E000294,No
House,1,543,E000179,Yes
House,1,543,E000299,Yes
House,1,543,E000215,Yes
House,1,543,E000297,Yes
House,1,543,E000298,No
House,1,543,E000296,Yes
House,1,543,F000465,No
House,1,543,F000467,Yes
House,1,543,F000466,No
House,1,543,F000459,No
House,1,543,F000468,Yes
House,1,543,F000461,No
House,1,543,F000449,No
House,1,543,F000454,Yes
House,1,543,F000450,No
House,1,543,F000462,Yes
House,1,543,F000455,Yes
House,1,543,F000469,No
House,1,543,G000571,Yes
House,1,543,G000578,No
House,1,543,G000579,No
House,1,543,G000574,Yes
House,1,543,G000559,Yes
House,1,543,G000586,Yes
House,1,543,G000587,Yes
House,1,543,G000584,No
House,1,543,G000563,No
House,1,543,G000552,No
House,1,543,G000592,Yes
House,1,543,G000585,Yes
House,1,543,G000588,No
House,1,543,G000581,Yes
House,1,543,G000589,No
House,1,543,G000565,No
House,1,543,G000583,Yes
House,1,543,G000377,No
House,1,543,G000560,No
House,1,543,G000577,Not Voting
House,1,543,G000546,No
House,1,543,G000590,No
House,1,543,G000553,Yes
House,1,543,G000568,No
House,1,543,G000551,Yes
House,1,543,G000576,No
House,1,543,G000591,No
House,1,543,G000558,No
House,1,543,H001080,Yes
House,1,543,H001088,No
House,1,543,H001090,Yes
House,1,543,H001052,No
House,1,543,H001053,No
House,1,543,H000324,Yes
House,1,543,H001081,Yes
House,1,543,H001064,Yes
House,1,543,H001082,No
House,1,543,H001056,No
House,1,543,H001071,No
House,1,543,H001077,Not Voting
House,1,543,H001038,Yes
House,1,543,H001072,No
House,1,543,H001087,Yes
House,1,543,H001047,Yes
House,1,543,H001065,No
House,1,543,H001074,No
House,1,543,H001083,Yes
House,1,543,H001066,Yes
House,1,543,H001085,Yes
House,1,543,H000874,Yes
House,1,543,H001067,No
House,1,543,H001068,Yes
House,1,543,H001058,No
House,1,543,H001048,No
House,1,543,H001073,No
House,1,543,J000032,Yes
House,1,543,J000298,Yes
House,1,543,J000294,Yes
House,1,543,J000288,Yes
House,1,543,J000299,No
House,1,543,J000292,No
House,1,543,J000301,No
House,1,543,J000126,Yes
House,1,543,J000289,Not Voting
House,1,543,J000295,No
House,1,543,J000302,Not Voting
House,1,543,K000009,Yes
House,1,543,K000386,No
House,1,543,K000375,Yes
House,1,543,K000395,No
House,1,543,K000385,Yes
House,1,543,K000388,No
House,1,543,K000376,No
House,1,543,K000379,Yes
House,1,543,K000389,Yes
House,1,543,K000380,Yes
House,1,543,K000381,Yes
House,1,543,K000394,Yes
House,1,543,K000188,Yes
House,1,543,K000362,No
House,1,543,K000210,No
House,1,543,K000378,No
House,1,543,K000368,Yes
House,1,543,K000391,Not Voting
House,1,543,K000382,Yes
House,1,543,K000392,No
House,1,543,L000585,No
House,1,543,L000578,No
House,1,543,L000588,Yes
House,1,543,L000564,No
House,1,543,L000559,Yes
House,1,543,L000560,Yes
House,1,543,L000557,Yes
House,1,543,L000566,No
House,1,543,L000581,Yes
House,1,543,L000586,Yes
House,1,543,L000551,Yes
House,1,543,L000590,Yes
House,1,543,L000589,No
House,1,543,L000593,Yes
House,1,543,L000592,Yes
House,1,543,L000287,Yes
House,1,543,L000582,Yes
House,1,543,L000563,Yes
House,1,543,L000565,Yes
House,1,543,L000397,Yes
House,1,543,L000576,No
House,1,543,L000583,No
House,1,543,L000579,Yes
House,1,543,L000480,Yes
House,1,543,L000491,No
House,1,543,L000569,No
House,1,543,L000570,Yes
House,1,543,L000591,Yes
House,1,543,L000562,Yes
House,1,543,M001203,Yes
House,1,543,M000087,Yes
House,1,543,M001185,Yes
House,1,543,M001158,No
House,1,543,M001198,Not Voting
House,1,543,M001184,No
House,1,543,M001199,No
House,1,543,M001163,Yes
House,1,543,M001209,No
House,1,543,M001208,Yes
House,1,543,M001165,No
House,1,543,M001157,No
House,1,543,M001177,No
House,1,543,M001143,Yes
House,1,543,M001200,Not Voting
House,1,543,M000312,Yes
House,1,543,M001156,No
House,1,543,M001180,No
House,1,543,M001166,Yes
House,1,543,M001187,No
House,1,543,M001137,Not Voting
House,1,543,M001188,Yes
House,1,543,M001204,No
House,1,543,M001205,No
House,1,543,M001201,No
House,1,543,M001194,No
House,1,543,M001195,No
House,1,543,M001160,Yes
House,1,543,M001206,Yes
House,1,543,M001196,Yes
House,1,543,M001207,Yes
House,1,543,M001190,No
House,1,543,M001202,Yes
House,1,543,M001210,No
House,1,543,N000002,Yes
House,1,543,N000179,Yes
House,1,543,N000015,Yes
House,1,543,N000191,Yes
House,1,543,N000189,No
House,1,543,N000188,Yes
House,1,543,N000190,No
House,1,543,N000181,No
House,1,543,O000171,Yes
House,1,543,O000172,Yes
House,1,543,O000168,No
House,1,543,O000173,Yes
House,1,543,P000601,No
House,1,543,P000034,Yes
House,1,543,P000609,No
House,1,543,P000613,Yes
House,1,543,P000614,Yes
House,1,543,P000096,Yes
House,1,543,P000604,Yes
House,1,543,P000615,No
House,1,543,P000593,Yes
House,1,543,P000605,No
House,1,543,P000608,Yes
House,1,543,P000258,Yes
House,1,543,P000616,Yes
House,1,543,P000597,Yes
House,1,543,P000607,Yes
House,1,543,P000618,Yes
House,1,543,P000599,No
House,1,543,P000617,Yes
House,1,543,P000523,Yes
House,1,543,Q000023,Yes
House,1,543,R000606,Yes
House,1,543,R000601,No
House,1,543,R000585,No
House,1,543,R000610,No
House,1,543,R000602,Yes
House,1,543,R000597,No
House,1,543,R000588,Yes
House,1,543,R000611,No
House,1,543,R000591,No
House,1,543,M001159,No
House,1,543,R000582,No
House,1,543,R000575,No
House,1,543,R000395,No
House,1,543,R000607,No
House,1,543,R000613,Yes
House,1,543,R000612,No
House,1,543,R000616,Yes
House,1,543,R000603,No
House,1,543,R000614,No
House,1,543,R000486,Yes
House,1,543,R000599,Yes
House,1,543,R000576,Yes
House,1,543,R000515,Yes
House,1,543,R000609,No
House,1,543,R000577,Yes
House,1,543,S001156,Yes
House,1,543,S001168,Yes
House,1,543,S001176,No
House,1,543,S001205,Yes
House,1,543,S001145,Yes
House,1,543,S001150,Yes
House,1,543,S001190,Yes
House,1,543,S001180,Yes
House,1,543,S001216,Yes
House,1,543,S001183,Not Voting
House,1,543,S000185,Yes
House,1,543,S001189,No
House,1,543,S001157,Yes
House,1,543,S000244,No
House,1,543,S000248,Yes
House,1,543,S001185,Yes
House,1,543,S001206,Yes
House,1,543,S000344,Yes
House,1,543,S001207,Yes
House,1,543,S000364,No
House,1,543,S001148,No
House,1,543,S001165,Yes
House,1,543,S001208,Yes
House,1,543,S001195,No
House,1,543,S001172,No
House,1,543,S000522,No
House,1,543,S000510,Yes
House,1,543,S001199,No
House,1,543,S001200,Yes
House,1,543,S001209,Yes
House,1,543,S001210,No
House,1,543,S001175,Yes
House,1,543,S001211,Yes
House,1,543,S001212,No
House,1,543,S001196,No
House,1,543,S001213,No
House,1,543,S001214,No
House,1,543,S001215,Yes
House,1,543,S001192,No
House,1,543,S001187,No
House,1,543,S001201,Yes
House,1,543,S001193,Yes
House,1,543,T000472,Yes
House,1,543,T000479,No
House,1,543,T000460,Yes
House,1,543,T000193,Yes
House,1,543,T000467,No
House,1,543,T000238,No
House,1,543,T000480,No
House,1,543,T000470,No
House,1,543,T000468,Yes
House,1,543,T000481,Yes
House,1,543,T000469,Yes
House,1,543,T000474,Yes
House,1,543,T000484,Yes
House,1,543,T000482,Yes
House,1,543,T000483,Yes
House,1,543,T000463,No
House,1,543,U000040,Yes
House,1,543,U000031,No
House,1,543,V000133,Yes
House,1,543,V000130,Yes
House,1,543,V000131,Yes
House,1,543,V000132,Yes
House,1,543,V000081,Yes
House,1,543,V000108,Yes
